hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
6672469,0,1,4,5,48,165
6721572,0,1,4,6,112,214
8461082,0,1,5,1,229,224
8671491,0,1,5,4,175,247
10653449,0,1,6,2,113,241
10768373,0,1,6,4,177,5
10872185,0,1,6,5,27,129
12750329,0,1,7,2,115,1
12934808,0,1,7,5,162,98
13004442,0,1,7,6,146,96
15018169,0,1,8,5,216,65
75884400,0,2,5,5,25,138
75930901,0,2,5,6,99,229
79773105,0,2,7,1,195,73
79977892,0,2,7,4,163,86
81961850,0,2,8,2,93,128
82065646,0,2,8,4,200,12
82136603,0,2,8,5,178,223
82207777,0,2,8,6,156,217
86314952,0,2,10,5,241,50
145881577,0,3,6,10,249,17
156095363,0,3,11,6,211,119
156260827,0,3,11,9,89,31
160408041,0,3,13,8,161,17
162333078,0,3,14,6,1,100
171177692,0,3,18,12,246,30
174782672,0,3,20,3,248,42
215001066,0,4,7,10,167,16
227322470,0,4,13,6,170,148
231656325,0,4,15,8,203,117
235793315,0,4,17,7,235,87
244466873,0,4,21,12,68,65
245957719,0,4,22,3,4,163
414363220,1,3,6,11,174,166
418805937,1,3,8,15,120,73
425216574,1,3,11,17,74,188
429106842,1,3,13,12,166,96
435720383,1,3,16,17,144,59
439686378,1,3,18,14,20,16
445848121,1,3,21,12,26,193
447807394,1,3,22,9,255,88
447809510,1,3,22,10,7,20
451528755,1,3,24,2,200,199
471297179,1,4,1,17,108,95
481557684,1,4,6,13,252,70
487932434,1,4,9,15,66,232
496560436,1,4,13,18,233,198
498325268,1,4,14,13,215,230
507045475,1,4,18,18,230,151
511021585,1,4,20,15,146,233
519259170,1,4,24,13,68,216
521194629,1,4,25,10,204,117
521235107,1,4,25,11,106,87
525695972,1,4,27,15,123,22
526957107,1,4,28,2,186,199
678007916,2,3,4,2,148,142
745031453,2,4,4,2,71,221
