hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
315633,0,1,1,4,48,9
6444331,0,1,4,2,171,207
6590416,0,1,4,4,113,42
10703875,0,1,6,3,172,247
12756882,0,1,7,2,89,104
12799734,0,1,7,3,178,4
12817349,0,1,7,3,109,53
14926826,0,1,8,3,61,16
69548025,0,2,2,5,201,1
69611110,0,2,2,6,210,148
73676800,0,2,4,4,200,250
75654720,0,2,5,2,154,186
75776243,0,2,5,4,192,7
81965844,0,2,8,2,77,230
82009934,0,2,8,3,161,172
82017122,0,2,8,3,133,152
84136242,0,2,9,3,47,200
143174378,0,3,5,1,170,16
145644922,0,3,6,7,93,128
145976944,0,3,6,12,110,138
154646708,0,3,10,16,184,70
158435098,0,3,12,10,135,224
162423143,0,3,14,7,97,147
162426843,0,3,14,7,111,31
164116672,0,3,15,1,56,58
166703970,0,3,16,8,179,152
181058885,0,3,23,3,189,181
203919790,0,4,2,1,145,76
210255277,0,4,5,2,61,77
214763367,0,4,7,7,7,147
219451372,0,4,9,14,143,14
219537712,0,4,9,15,225,202
227014200,0,4,13,1,246,194
229745747,0,4,14,11,164,167
233635984,0,4,16,7,0,106
235371638,0,4,17,1,124,132
235470384,0,4,17,2,254,202
235754179,0,4,17,7,82,55
240014229,0,4,19,8,83,101
256453522,0,4,27,3,43,104
403606201,1,3,1,7,138,65
404066822,1,3,1,14,146,244
406164466,1,3,2,14,147,8
406249740,1,3,2,15,225,238
409905546,1,3,4,7,169,112
413765985,1,3,6,2,145,153
414307695,1,3,6,10,213,139
416536490,1,3,7,12,215,80
416557076,1,3,7,13,40,230
422831432,1,3,10,12,229,178
428553584,1,3,13,4,53,138
441665216,1,3,19,12,70,58
448012912,1,3,22,13,34,138
471202573,1,4,1,15,251,237
475360650,1,4,3,15,109,112
476742201,1,4,4,4,130,193
476907069,1,4,4,7,6,189
477038353,1,4,4,9,7,233
477546779,1,4,4,16,201,223
478782303,1,4,5,3,163,155
479076980,1,4,5,8,34,134
479493444,1,4,5,14,125,182
483019550,1,4,7,4,75,220
483221711,1,4,7,7,96,43
485791502,1,4,8,14,151,236
485793903,1,4,8,14,160,139
494056114,1,4,12,12,178,72
499843784,1,4,15,5,2,50
515107193,1,4,22,13,233,129
521427471,1,4,25,14,90,235
527340313,1,4,28,8,147,225
676340421,2,3,3,9,34,53
743375925,2,4,3,9,4,197
