hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
2332600,0,1,2,3,105,66
4267050,0,1,3,1,228,208
4314143,0,1,3,1,44,219
4333440,0,1,3,2,225,122
4336440,0,1,3,2,213,194
4363819,0,1,3,2,106,207
4409137,0,1,3,3,185,201
8643456,0,1,5,3,29,122
10575389,0,1,6,1,162,221
10597936,0,1,6,1,74,202
10698066,0,1,6,3,195,168
12732009,0,1,7,2,186,145
12753639,0,1,7,2,102,19
12766913,0,1,7,2,50,57
12797119,0,1,7,3,188,59
12844983,0,1,7,3,1,67
12949313,0,1,7,5,105,185
14776939,0,1,8,1,134,143
69454905,0,2,2,3,52,193
73475671,0,2,4,1,218,163
73521483,0,2,4,1,39,175
73541802,0,2,4,2,216,80
73543521,0,2,4,2,209,153
73568605,0,2,4,2,111,157
73616477,0,2,4,3,180,157
77832576,0,2,6,3,95,122
79914758,0,2,7,3,153,244
81886609,0,2,8,1,131,105
81900221,0,2,8,1,78,61
81969753,0,2,8,2,62,161
81978207,0,2,8,2,29,155
82003542,0,2,8,3,186,164
82011381,0,2,8,3,156,5
82049358,0,2,8,3,7,172
83952230,0,2,9,1,254,148
84244564,0,2,9,5,136,166
86096738,0,2,10,1,69,152
141549757,0,3,4,8,224,61
143584281,0,3,5,7,236,225
143642920,0,3,5,8,209,210
143645090,0,3,5,8,217,88
143716398,0,3,5,9,240,204
145589567,0,3,6,6,133,187
145847557,0,3,6,10,117,245
147625570,0,3,7,5,150,152
147945712,0,3,7,10,120,10
149780816,0,3,8,6,121,170
153944264,0,3,10,6,0,50
156188798,0,3,11,8,64,124
156217420,0,3,11,8,176,174
156230367,0,3,11,8,226,27
156298875,0,3,11,9,238,127
160173871,0,3,13,5,15,203
162321227,0,3,14,5,211,175
164237181,0,3,15,3,15,125
170460857,0,3,18,2,6,65
172811701,0,3,19,5,229,69
181749040,0,3,23,14,69,202
183402811,0,3,24,7,129,191
202205663,0,4,1,7,105,27
210661863,0,4,5,8,113,19
212749370,0,4,6,8,76,192
214846524,0,4,7,8,76,190
214924649,0,4,7,9,125,145
215056203,0,4,7,11,127,175
216893079,0,4,8,7,134,99
218846428,0,4,9,5,84,30
218986256,0,4,9,7,119,234
221083639,0,4,10,7,119,3
223236493,0,4,11,8,81,109
225412259,0,4,12,9,132,87
225421203,0,4,12,9,167,103
227438432,0,4,13,8,111,154
233632146,0,4,16,6,241,104
235545201,0,4,17,4,34,137
235569501,0,4,17,4,129,157
243729978,0,4,21,1,6,192
246146399,0,4,22,5,229,155
246672991,0,4,22,13,238,155
255081081,0,4,26,14,58,129
411673232,1,3,5,2,162,106
414490201,1,3,6,13,158,161
421025890,1,3,9,17,88,152
424494427,1,3,11,6,69,159
427320980,1,3,12,17,102,102
434676077,1,3,16,1,161,141
443985822,1,3,20,15,175,92
447841470,1,3,22,10,132,60
452005329,1,3,24,10,13,41
478781227,1,4,5,3,159,207
481515548,1,4,6,13,88,222
494454466,1,4,12,18,198,56
494454467,1,4,12,18,198,55
495804890,1,4,13,7,97,32
496558986,1,4,13,18,227,112
505892202,1,4,18,1,77,144
517402497,1,4,23,16,239,121
521220537,1,4,25,11,49,65
527519038,1,4,28,11,77,188
714156517,2,3,21,10,41,21
787490375,2,4,24,10,38,179
