hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
131941,0,1,1,2,253,149
140968,0,1,1,2,218,82
320203,0,1,1,4,30,47
411998,0,1,1,6,183,156
2324545,0,1,2,3,136,185
4373450,0,1,3,2,69,48
4429322,0,1,3,3,106,240
4539558,0,1,3,5,188,84
10670169,0,1,6,2,48,161
12794514,0,1,7,3,198,104
12955732,0,1,7,5,80,166
67252069,0,2,1,2,209,149
67360583,0,2,1,3,41,179
67503145,0,2,1,6,252,209
71493945,0,2,3,2,23,193
71539867,0,2,3,3,100,95
71662363,0,2,3,5,133,223
75738347,0,2,5,3,84,15
81855698,0,2,8,1,252,40
82111492,0,2,8,4,20,246
84210420,0,2,9,4,14,6
84269221,0,2,9,5,40,85
86291990,0,2,10,4,74,228
135138553,0,3,1,7,12,1
147835803,0,3,7,8,203,95
149737642,0,3,8,5,208,80
158194698,0,3,12,6,220,240
160291576,0,3,13,6,218,2
162720089,0,3,14,11,233,161
164653746,0,3,15,9,106,72
168451298,0,3,17,3,92,24
171009992,0,3,18,10,103,50
179301608,0,3,22,8,236,18
183373068,0,3,24,7,13,238
218841549,0,4,9,5,65,45
219055060,0,4,9,8,131,38
231524284,0,4,15,6,199,62
235882030,0,4,17,9,70,204
236119492,0,4,17,12,229,54
239774177,0,4,19,4,169,25
244427233,0,4,21,11,169,25
252608272,0,4,25,8,127,234
258922811,0,4,28,8,217,191
426765085,1,3,12,8,235,221
434901839,1,3,16,5,19,171
439064070,1,3,18,4,150,244
439904594,1,3,18,17,105,168
441162732,1,3,19,4,155,14
447639428,1,3,22,7,111,118
451945312,1,3,24,9,35,154
481824646,1,4,6,18,15,116
498056096,1,4,14,9,187,90
513336109,1,4,21,18,227,205
521044023,1,4,25,8,128,195
527452561,1,4,28,10,73,105
527976121,1,4,28,18,70,65
674061883,2,3,2,6,94,191
677909726,2,3,4,1,20,28
697029225,2,3,13,4,210,145
718453600,2,3,23,11,187,154
743185380,2,4,3,6,27,22
745047829,2,4,4,2,135,229
768238241,2,4,15,4,98,89
772275170,2,4,17,1,251,24
793890519,2,4,27,11,206,35
