hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
2273039,0,1,2,2,81,235
2284466,0,1,2,2,37,72
2533137,0,1,2,6,89,233
4278623,0,1,3,1,183,155
4384145,0,1,3,2,27,105
4451859,0,1,3,3,18,231
4645031,0,1,3,6,32,83
6502613,0,1,4,3,200,37
8552561,0,1,5,2,128,137
10605737,0,1,6,1,44,81
10688752,0,1,6,3,232,10
10738593,0,1,6,3,37,89
14808085,0,1,8,1,12,229
14813317,0,1,8,2,248,117
14892126,0,1,8,3,196,156
69304355,0,2,2,1,128,215
71458738,0,2,3,2,161,72
71725002,0,2,3,6,145,48
73512306,0,2,4,1,75,136
73531994,0,2,4,2,254,160
73586411,0,2,4,2,42,15
73644595,0,2,4,3,70,199
73747593,0,2,4,5,180,113
77767766,0,2,6,2,92,164
79924742,0,2,7,3,114,244
82023161,0,2,8,3,110,1
86188395,0,2,10,3,223,143
86230706,0,2,10,3,58,72
134917950,0,3,1,3,175,188
137253732,0,3,2,7,83,150
137359911,0,3,2,8,242,211
137752200,0,3,2,14,238,114
141306798,0,3,4,5,43,76
147719022,0,3,7,7,3,140
156436770,0,3,11,12,9,216
158015196,0,3,12,4,30,30
162713908,0,3,14,11,209,198
166824149,0,3,16,10,136,37
171257119,0,3,18,14,45,219
171430103,0,3,18,16,208,35
172569839,0,3,19,2,52,11
172813700,0,3,19,5,237,118
173138924,0,3,19,10,227,14
203975285,0,4,2,2,106,133
204283038,0,4,2,7,28,92
204777936,0,4,2,14,169,42
206459537,0,4,3,8,82,105
210479588,0,4,5,5,169,22
217043733,0,4,8,9,211,229
221103236,0,4,10,7,196,118
227781498,0,4,13,13,171,128
229253041,0,4,14,4,31,73
238122689,0,4,18,11,118,57
244716942,0,4,21,16,21,108
245983091,0,4,22,3,103,135
246142524,0,4,22,5,214,190
246424949,0,4,22,10,37,133
253270311,0,4,25,18,153,211
408326865,1,3,3,15,146,41
411797935,1,3,5,4,137,75
437704034,1,3,17,15,213,152
445504447,1,3,21,6,219,59
450133472,1,3,23,13,125,26
475336126,1,4,3,15,13,60
478913594,1,4,5,5,164,192
491313773,1,4,11,2,218,141
510987710,1,4,20,15,13,60
515278256,1,4,22,16,133,74
518901171,1,4,24,7,205,71
523558034,1,4,26,14,220,104
686489283,2,3,8,3,254,55
701541948,2,3,15,9,174,190
711488712,2,3,20,1,116,50
715849345,2,3,22,3,254,121
755504938,2,4,9,2,23,208
772793601,2,4,17,9,229,249
774889711,2,4,18,9,224,11
