hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
271023,0,1,1,4,222,75
2166397,0,1,2,1,242,125
2184413,0,1,2,1,172,29
2227823,0,1,2,1,2,139
2228259,0,1,2,2,256,215
2246460,0,1,2,2,185,190
2252065,0,1,2,2,163,217
2287461,0,1,2,2,25,149
2292165,0,1,2,2,7,53
2353445,0,1,2,3,23,213
2356274,0,1,2,3,12,200
4379828,0,1,3,2,44,70
4434119,0,1,3,3,88,51
8549730,0,1,5,2,139,152
8614113,0,1,5,3,144,25
8618530,0,1,5,3,126,216
8797339,0,1,5,6,196,95
10651997,0,1,6,2,119,157
10718671,0,1,6,3,115,43
12733145,0,1,7,2,182,33
12744386,0,1,7,2,138,56
12774562,0,1,7,2,20,88
12841416,0,1,7,3,15,50
12843189,0,1,7,3,8,69
12863358,0,1,7,4,185,124
15044571,0,1,8,5,113,31
67387007,0,2,1,4,194,123
69302971,0,2,2,1,134,63
69310570,0,2,2,1,104,144
71430373,0,2,3,1,16,21
71432176,0,2,3,1,9,10
71452609,0,2,3,2,185,57
71457696,0,2,3,2,165,90
71493609,0,2,3,2,25,17
71559074,0,2,3,3,25,88
71560051,0,2,3,3,21,135
71562677,0,2,3,3,11,69
73572064,0,2,4,2,98,26
73627582,0,2,4,3,137,60
75726878,0,2,5,3,128,220
77725755,0,2,6,2,256,191
77754374,0,2,6,2,144,244
77754754,0,2,6,2,143,120
77822028,0,2,6,3,136,174
77877292,0,2,6,4,176,206
79777968,0,2,7,1,176,74
79781311,0,2,7,1,163,59
79849971,0,2,7,2,151,7
79924274,0,2,7,3,116,200
79936372,0,2,7,3,69,134
79937401,0,2,7,3,65,129
79946366,0,2,7,3,30,124
79948846,0,2,7,3,20,204
81939285,0,2,8,2,181,165
81950265,0,2,8,2,138,193
81958046,0,2,8,2,108,92
81980698,0,2,8,2,19,224
82029523,0,2,8,3,85,39
82043890,0,2,8,3,29,8
82047041,0,2,8,3,16,185
82049834,0,2,8,3,5,208
84166107,0,2,9,4,187,31
84242977,0,2,9,5,142,217
136912165,0,3,2,2,29,213
136920463,0,3,2,2,61,107
139503773,0,3,3,9,168,93
143164953,0,3,5,1,134,225
143339348,0,3,5,4,47,166
143440964,0,3,5,5,188,182
143462338,0,3,5,6,15,56
143640875,0,3,5,8,201,207
143667141,0,3,5,9,47,53
143784370,0,3,5,10,249,72
143838544,0,3,5,11,205,170
143844737,0,3,5,11,229,121
145713179,0,3,6,8,104,223
145869780,0,3,6,10,203,38
148428749,0,3,7,17,215,45
149557993,0,3,8,3,18,17
149929986,0,3,8,8,192,248
151976150,0,3,9,7,248,36
152014462,0,3,9,8,142,124
152027637,0,3,9,8,193,5
152108406,0,3,9,9,253,132
153923463,0,3,10,5,175,115
154082052,0,3,10,8,27,246
156134982,0,3,11,7,110,180
156179676,0,3,11,8,28,30
156206731,0,3,11,8,134,111
156217001,0,3,11,8,174,81
156438948,0,3,11,12,17,86
158157410,0,3,12,6,74,152
162391370,0,3,14,6,229,176
162431371,0,3,14,7,129,111
162491326,0,3,14,8,107,60
162496657,0,3,14,8,128,105
162519263,0,3,14,8,216,27
162527654,0,3,14,8,249,84
162641212,0,3,14,10,181,190
166870835,0,3,16,11,63,199
175680147,0,3,20,17,170,103
181030441,0,3,23,3,78,209
181229411,0,3,23,6,87,151
181294695,0,3,23,7,86,147
181369124,0,3,23,8,121,214
181388347,0,3,23,8,196,191
183093055,0,3,24,2,199,187
183455944,0,3,24,8,80,50
183488987,0,3,24,8,209,31
183551442,0,3,24,9,197,40
183554475,0,3,24,9,209,79
183910945,0,3,24,15,66,217
208725624,0,4,4,10,230,130
210875170,0,4,5,11,179,216
211048990,0,4,5,14,90,220
211186960,0,4,5,16,117,234
211317529,0,4,5,18,115,225
212866590,0,4,6,10,22,220
212872066,0,4,6,10,43,120
213002223,0,4,6,12,39,11
213035131,0,4,6,12,168,127
213172884,0,4,6,14,194,102
213209994,0,4,6,15,83,112
213344908,0,4,6,17,98,110
216927407,0,4,8,8,12,75
218713457,0,4,9,3,77,137
225000003,0,4,12,3,58,183
225700021,0,4,12,13,232,69
229485266,0,4,14,7,170,40
233637402,0,4,16,7,6,224
233724278,0,4,16,8,89,132
233730869,0,4,16,8,115,197
233827924,0,4,16,9,238,166
235697592,0,4,17,6,117,66
235941812,0,4,17,10,47,70
240289361,0,4,19,12,134,169
251102275,0,4,24,17,132,183
256557452,0,4,27,4,193,110
256758216,0,4,27,7,209,50
256787104,0,4,27,8,66,90
256789830,0,4,27,8,77,180
256824274,0,4,27,8,211,40
256886566,0,4,27,9,199,212
256900483,0,4,27,9,253,119
257321782,0,4,27,16,107,196
412327089,1,3,5,12,156,73
434796475,1,3,16,3,119,63
477473366,1,4,4,15,170,164
506083465,1,4,18,4,56,113
508081204,1,4,19,2,180,198
673795978,2,3,2,2,79,112
691096659,2,3,10,10,76,167
705255880,2,3,17,2,89,50
740821891,2,4,2,2,11,119
760169802,2,4,11,9,69,176
776480405,2,4,19,2,38,101
