hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
80275,0,1,1,1,199,103
2467953,0,1,2,5,88,137
2505226,0,1,2,6,198,240
4370279,0,1,3,2,81,147
4649132,0,1,3,6,16,78
6580228,0,1,4,4,152,246
8675741,0,1,5,4,159,93
8680403,0,1,5,4,141,39
8835220,0,1,5,6,48,102
10689108,0,1,6,3,230,166
10783000,0,1,6,4,119,226
14908792,0,1,8,3,131,130
15083610,0,1,8,6,216,160
67438150,0,2,1,5,250,180
69565729,0,2,2,5,131,217
71636758,0,2,3,5,233,228
73572282,0,2,4,2,97,64
75780168,0,2,5,4,176,178
77881484,0,2,6,4,160,110
78039428,0,2,6,6,55,118
82060932,0,2,8,4,218,118
82096079,0,2,8,4,81,43
86227297,0,2,10,3,71,153
86378356,0,2,10,6,249,134
137340172,0,3,2,8,165,238
137479128,0,3,2,10,195,34
139437816,0,3,3,8,166,2
139445215,0,3,3,8,195,27
140050392,0,3,3,17,255,34
143735266,0,3,5,10,57,24
143851529,0,3,5,12,0,241
146250039,0,3,6,16,153,195
146266409,0,3,6,16,217,209
147972455,0,3,7,10,225,147
147986292,0,3,7,11,23,134
151855712,0,3,9,6,34,154
160088365,0,3,13,3,193,205
160654294,0,3,13,12,99,36
160878010,0,3,13,15,205,64
165001354,0,3,15,14,184,112
171218516,0,3,18,13,150,166
172700677,0,3,19,4,52,245
174798836,0,3,20,4,55,6
175035085,0,3,20,7,210,45
177386897,0,3,21,11,181,105
177642691,0,3,21,15,156,55
181538339,0,3,23,11,14,215
183803261,0,3,24,13,157,125
184031012,0,3,24,17,23,214
202418981,0,4,1,10,171,213
206447965,0,4,3,8,37,157
206565298,0,4,3,9,239,72
209165521,0,4,4,17,156,41
210866506,0,4,5,11,145,176
213384448,0,4,6,17,253,250
215210462,0,4,7,13,217,28
215382904,0,4,7,16,123,130
215482089,0,4,7,17,254,17
217079419,0,4,8,10,94,127
217221780,0,4,8,12,138,102
223203014,0,4,11,7,206,52
223548440,0,4,11,13,20,226
223549809,0,4,11,13,25,137
223562265,0,4,11,13,74,225
223562285,0,4,11,13,74,205
223564636,0,4,11,13,83,158
223564637,0,4,11,13,83,157
223662652,0,4,11,14,210,190
223663164,0,4,11,14,212,190
223689249,0,4,11,15,58,217
223729765,0,4,11,15,216,149
223763041,0,4,11,16,90,153
223763554,0,4,11,16,92,152
223764067,0,4,11,16,94,151
225651944,0,4,12,13,44,18
225659109,0,4,12,13,72,21
225659110,0,4,12,13,72,20
231400777,0,4,15,4,229,177
231932013,0,4,15,13,0,141
232090601,0,4,15,15,107,17
246726623,0,4,22,14,191,27
248207479,0,4,23,5,88,131
250472942,0,4,24,7,233,12
250948400,0,4,24,15,43,202
252787690,0,4,25,11,59,16
257050644,0,4,27,12,72,230
259324482,0,4,28,14,250,184
259585182,0,4,28,18,244,92
410578585,1,3,4,17,238,97
414093703,1,3,6,7,145,115
416022560,1,3,7,5,0,218
452383277,1,3,24,15,210,205
477682849,1,4,4,18,220,89
481042043,1,4,6,6,30,127
686487387,2,3,8,3,247,159
688542248,2,3,9,3,82,210
694715442,2,3,12,1,132,200
713602791,2,3,21,1,182,19
714531413,2,3,21,15,226,165
719963036,2,3,24,2,195,94
720007859,2,3,24,3,114,71
744994527,2,4,4,1,182,27
755613773,2,4,9,3,192,173
759885229,2,4,11,4,237,77
765930540,2,4,14,1,44,206
787764557,2,4,24,14,85,173
789111462,2,4,25,2,226,84
793274010,2,4,27,2,102,96
