hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
4351495,0,1,3,2,154,243
4375459,0,1,3,2,61,87
4383634,0,1,3,2,29,104
4540465,0,1,3,5,184,201
4550285,0,1,3,5,146,109
4589874,0,1,3,6,247,200
6560923,0,1,4,4,228,95
6583474,0,1,4,4,140,72
6585523,0,1,4,4,132,71
6586033,0,1,4,4,130,73
6607277,0,1,4,4,47,77
6714826,0,1,4,6,139,48
10675064,0,1,6,2,29,130
10742503,0,1,6,3,22,19
10925231,0,1,6,6,76,75
13018739,0,1,7,6,90,135
71484706,0,2,3,2,59,216
71492624,0,2,3,2,28,234
73660506,0,2,4,3,8,160
73751006,0,2,4,5,167,28
73848373,0,2,4,6,42,197
73856850,0,2,4,6,9,168
75594689,0,2,5,1,133,57
75694756,0,2,5,3,254,86
75824795,0,2,5,4,2,95
79880967,0,2,7,2,29,243
80032288,0,2,7,5,206,218
81871480,0,2,8,1,190,130
81978360,0,2,8,2,29,2
84290950,0,2,9,6,211,116
137253592,0,3,2,7,82,34
137259718,0,3,2,7,106,52
137520129,0,3,2,11,100,249
139097686,0,3,3,3,118,164
139325641,0,3,3,6,240,49
139617776,0,3,3,11,101,10
139862131,0,3,3,15,32,135
145453203,0,3,6,4,112,103
147820440,0,3,7,8,143,98
156131398,0,3,11,7,96,180
158167284,0,3,12,6,112,6
158279911,0,3,12,8,40,19
169264021,0,3,17,15,195,101
204395913,0,4,2,8,213,113
204402035,0,4,2,8,237,135
206341191,0,4,3,6,132,179
206750833,0,4,3,12,196,137
206963460,0,4,3,16,3,246
209061619,0,4,4,16,6,7
216949781,0,4,8,8,100,229
227405396,0,4,13,7,238,166
227435086,0,4,13,8,98,172
227467668,0,4,13,8,225,102
229081220,0,4,14,1,128,118
242632784,0,4,20,16,72,170
407618334,1,3,3,4,195,220
418719258,1,3,8,14,38,224
424975807,1,3,11,13,157,59
425060660,1,3,11,14,233,198
437809222,1,3,17,17,112,180
450248322,1,3,23,15,62,120
476809826,1,4,4,5,138,152
476810082,1,4,4,5,139,152
490064199,1,4,10,15,201,179
494202937,1,4,12,14,240,193
496255202,1,4,13,14,64,24
511222750,1,4,20,18,163,28
523672832,1,4,26,16,157,250
525770478,1,4,27,16,158,12
675864992,2,3,3,1,225,90
697288335,2,3,13,8,198,107
742866184,2,4,3,1,61,242
744963577,2,4,4,1,61,1
768502193,2,4,15,8,105,73
