hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
155377,0,1,1,2,162,9
187483,0,1,1,2,36,159
267027,0,1,1,4,237,231
290890,0,1,1,4,144,176
2234931,0,1,2,2,230,199
2286455,0,1,2,2,29,131
2348728,0,1,2,3,42,66
2362824,0,1,2,4,243,50
2393730,0,1,2,4,122,120
2408332,0,1,2,4,65,110
2426095,0,1,2,5,252,11
2436238,0,1,2,5,212,108
2541327,0,1,2,6,57,235
4326334,0,1,3,2,253,60
4637026,0,1,3,6,63,152
8599533,0,1,5,3,201,13
8688791,0,1,5,4,108,99
8725137,0,1,5,5,222,105
8844980,0,1,5,6,10,70
10795350,0,1,6,4,71,164
10807056,0,1,6,4,25,234
10838808,0,1,6,5,157,226
12850666,0,1,7,4,235,16
12916562,0,1,7,5,233,168
14835716,0,1,8,2,160,246
15043926,0,1,8,5,115,164
67294603,0,2,1,2,43,111
67367093,0,2,1,3,16,69
67377963,0,2,1,4,229,207
67395181,0,2,1,4,162,141
69445467,0,2,2,3,89,159
69518665,0,2,2,4,59,177
69534382,0,2,2,5,254,76
69545292,0,2,2,5,211,174
71442565,0,2,3,2,224,117
71491506,0,2,3,2,33,72
71562792,0,2,3,3,10,210
71565510,0,2,3,4,256,52
71605426,0,2,3,4,100,72
71730775,0,2,3,6,122,163
73827501,0,2,4,6,124,77
77837800,0,2,6,3,75,18
77892971,0,2,6,4,115,143
77930851,0,2,6,5,223,151
78049697,0,2,6,6,15,89
81994679,0,2,8,3,221,67
81998049,0,2,8,3,208,25
82070633,0,2,8,4,180,145
82133156,0,2,8,5,192,86
84215205,0,2,9,5,251,85
86142474,0,2,10,2,146,240
86355026,0,2,10,5,84,168
139743542,0,3,3,13,81,196
143206632,0,3,5,2,40,18
143992256,0,3,5,14,37,58
147998312,0,3,7,11,70,146
148324228,0,3,7,16,63,118
148324485,0,3,7,16,64,117
149735149,0,3,8,5,198,13
149789577,0,3,8,6,155,113
150070150,0,3,8,10,227,116
150116505,0,3,8,11,152,97
158177374,0,3,12,6,152,156
158577004,0,3,12,12,177,142
160401416,0,3,13,8,136,242
162498038,0,3,14,8,133,4
164758713,0,3,15,11,4,65
174990031,0,3,20,7,34,43
175001320,0,3,20,7,78,18
175051686,0,3,20,8,19,84
175240373,0,3,20,10,244,69
177310700,0,3,21,10,139,14
177662570,0,3,21,15,234,144
178919091,0,3,22,3,22,71
179114654,0,3,22,6,18,92
179140377,0,3,22,6,119,225
179422936,0,3,22,10,198,34
179467631,0,3,22,11,117,139
181049037,0,3,23,3,150,45
181428683,0,3,23,9,97,47
181496876,0,3,23,10,108,206
181524856,0,3,23,10,217,130
181531702,0,3,23,10,244,196
181582550,0,3,23,11,186,36
183392654,0,3,24,7,89,108
183442502,0,3,24,8,28,180
183486132,0,3,24,8,198,70
183526098,0,3,24,9,98,40
208945491,0,4,4,14,65,167
217234036,0,4,8,12,186,134
218784842,0,4,9,4,100,176
219173993,0,4,9,10,84,145
219223431,0,4,9,11,21,115
229315356,0,4,14,5,19,222
229892947,0,4,14,13,227,167
233738117,0,4,16,8,143,117
236084276,0,4,17,12,92,198
250515158,0,4,24,8,142,36
250535396,0,4,24,8,221,22
250575187,0,4,24,9,121,167
250654568,0,4,24,10,175,146
253065162,0,4,25,15,119,48
254754186,0,4,26,9,61,112
254885136,0,4,26,11,61,234
254997668,0,4,26,12,244,86
256792215,0,4,27,8,86,99
256825177,0,4,27,8,215,161
256862306,0,4,27,9,104,152
256905770,0,4,27,10,18,208
256961008,0,4,27,10,233,10
403920334,1,3,1,12,85,44
409616300,1,3,4,3,63,78
420749352,1,3,9,13,32,210
426298170,1,3,12,1,203,192
430779909,1,3,14,6,46,245
432879344,1,3,15,6,54,10
449719476,1,3,23,7,44,70
471322178,1,4,1,17,206,184
476892506,1,4,4,6,205,160
489903123,1,4,10,13,84,231
497527753,1,4,14,1,171,49
502174757,1,4,16,8,148,213
516376347,1,4,23,1,71,223
523114320,1,4,26,8,23,170
527655494,1,4,28,13,98,180
674364030,2,3,2,10,250,124
684552124,2,3,7,6,111,62
692863848,2,3,11,5,67,146
700982940,2,3,15,1,38,94
713861606,2,3,21,5,169,20
715999342,2,3,22,6,72,140
741351001,2,4,2,10,30,161
753683102,2,4,8,6,74,92
762010141,2,4,12,5,90,221
772306178,2,4,17,2,117,248
774403827,2,4,18,2,118,7
787182007,2,4,24,5,113,67
789446174,2,4,25,7,254,220
