hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
105887,0,1,1,1,99,91
107937,0,1,1,1,91,89
117207,0,1,1,1,55,35
301416,0,1,1,4,103,146
308115,0,1,1,4,77,103
369297,0,1,1,5,94,105
2232125,0,1,2,2,241,189
2490778,0,1,2,6,255,96
2552045,0,1,2,6,16,13
8491335,0,1,5,1,111,179
8503308,0,1,5,1,64,238
8579867,0,1,5,2,21,223
8705997,0,1,5,4,41,45
10600678,0,1,6,1,64,20
10670363,0,1,6,2,47,223
10672285,0,1,6,2,40,93
10838690,0,1,6,5,158,88
12657210,0,1,7,1,222,192
12657464,0,1,7,1,221,194
12702626,0,1,7,1,45,88
12767737,0,1,7,2,47,1
12770658,0,1,7,2,35,152
12771605,0,1,7,2,31,229
12895750,0,1,7,4,58,244
12938276,0,1,7,5,148,214
14756317,0,1,8,1,215,29
14756691,0,1,8,1,213,167
14869239,0,1,8,2,30,3
14870947,0,1,8,2,23,87
14870955,0,1,8,2,23,79
14871198,0,1,8,2,22,92
14871200,0,1,8,2,22,90
14871704,0,1,8,2,20,98
14872212,0,1,8,2,18,102
14983245,0,1,8,4,96,173
14990887,0,1,8,4,66,211
15038268,0,1,8,5,137,190
15105536,0,1,8,6,130,250
67214739,0,2,1,1,99,103
67216527,0,2,1,1,92,107
67226825,0,2,1,1,52,49
67418656,0,2,1,4,70,218
67488026,0,2,1,5,55,224
67535059,0,2,1,6,128,39
69458529,0,2,2,3,38,153
69502159,0,2,2,4,124,43
69601319,0,2,2,6,248,211
69616589,0,2,2,6,189,45
69652624,0,2,2,6,48,106
77696262,0,2,6,1,115,244
77875860,0,2,6,4,182,102
79793656,0,2,7,1,115,2
79805868,0,2,7,1,67,78
79806906,0,2,7,1,63,64
79883727,0,2,7,2,19,43
80039012,0,2,7,5,180,150
83955330,0,2,9,1,242,120
84240234,0,2,9,5,153,144
86283423,0,2,10,4,108,91
86297717,0,2,10,4,52,133
86307545,0,2,10,4,14,33
86335632,0,2,10,5,160,106
86406685,0,2,10,6,138,221
86414930,0,2,10,6,106,168
139018050,0,3,3,2,63,184
149427320,0,3,8,1,20,130
151540902,0,3,9,1,84,84
153949065,0,3,10,6,19,113
153956968,0,3,10,6,50,146
153963842,0,3,10,6,77,184
154040468,0,3,10,7,120,102
154514336,0,3,10,14,179,90
158132785,0,3,12,5,234,201
162240776,0,3,14,4,153,242
164337399,0,3,15,4,150,3
166907305,0,3,16,11,205,81
166926162,0,3,16,12,23,168
168452174,0,3,17,3,96,172
168686514,0,3,17,6,243,72
169174968,0,3,17,14,103,66
170742275,0,3,18,6,82,247
171106193,0,3,18,11,223,105
171220208,0,3,18,13,156,10
172822184,0,3,19,6,14,82
172824007,0,3,19,6,21,51
172839663,0,3,19,6,82,11
172874972,0,3,19,6,220,30
173037336,0,3,19,9,87,226
173044469,0,3,19,9,114,5
177315497,0,3,21,10,158,81
177421642,0,3,21,12,61,176
177489970,0,3,21,13,72,200
179645991,0,3,22,14,46,211
181620754,0,3,23,12,80,232
181646553,0,3,23,12,180,33
208262001,0,4,4,3,211,137
216571787,0,4,8,2,159,111
218662278,0,4,9,2,133,116
220771193,0,4,10,2,179,129
225285522,0,4,12,7,149,104
225292669,0,4,12,7,177,125
225301067,0,4,12,7,210,175
225377970,0,4,12,8,254,72
225890618,0,4,12,16,209,192
231447605,0,4,15,5,156,197
235583585,0,4,17,4,184,153
239771233,0,4,19,4,158,153
240206014,0,4,19,11,64,60
240351555,0,4,19,13,121,183
242021735,0,4,20,6,245,147
242488407,0,4,20,14,20,163
244078129,0,4,21,6,86,201
244160540,0,4,21,7,152,222
244173885,0,4,21,7,204,189
244527633,0,4,21,13,50,233
246253803,0,4,22,7,136,15
250841564,0,4,24,13,137,30
250914904,0,4,24,14,168,162
254952329,0,4,26,12,67,113
255188176,0,4,26,15,220,42
259229636,0,4,28,13,135,54
404288188,1,3,1,17,242,62
412493074,1,3,5,15,37,232
416581404,1,3,7,13,135,222
418633290,1,3,8,12,214,176
420715635,1,3,9,12,156,135
420855526,1,3,9,14,190,20
437626831,1,3,17,14,167,43
445233585,1,3,21,2,185,73
481740113,1,4,6,16,197,169
487727952,1,4,9,12,35,170
489956730,1,4,10,14,37,128
518630329,1,4,24,3,171,65
528018006,1,4,28,18,234,164
688405470,2,3,9,1,59,28
707976544,2,3,18,11,221,154
718056251,2,3,23,5,171,191
757533414,2,4,10,1,10,20
779129159,2,4,20,10,145,179
793471277,2,4,27,5,105,205
