hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
2317853,0,1,2,3,162,221
4338866,0,1,3,2,204,72
4461462,0,1,3,4,237,100
4529765,0,1,3,5,226,149
4585103,0,1,3,5,10,107
8610422,0,1,5,3,158,132
10572849,0,1,6,1,172,201
10618018,0,1,6,2,252,88
10742487,0,1,6,3,22,35
10756031,0,1,6,4,225,59
10824435,0,1,6,5,214,7
10879978,0,1,6,6,253,16
12656699,0,1,7,1,224,191
12772481,0,1,7,2,28,121
12815034,0,1,7,3,118,64
71448115,0,2,3,2,202,199
71515311,0,2,3,3,196,75
71565087,0,2,3,3,1,219
71569953,0,2,3,4,238,217
71693341,0,2,3,5,12,221
73735135,0,2,4,5,229,27
77920799,0,2,6,4,6,219
79824190,0,2,7,2,251,188
79941754,0,2,7,3,48,128
79962718,0,2,7,4,222,156
80030871,0,2,7,5,212,99
80086673,0,2,7,6,250,105
81900932,0,2,8,1,75,118
82020428,0,2,8,3,120,174
83965566,0,2,9,1,202,124
84080853,0,2,9,2,8,37
135230721,0,3,1,8,117,249
135245833,0,3,1,8,176,241
135360289,0,3,1,10,111,217
135368223,0,3,1,10,142,219
135476521,0,3,1,12,53,209
137328111,0,3,2,8,117,11
137343223,0,3,2,8,176,3
137528283,0,3,2,11,131,31
141328428,0,3,4,5,128,206
141600849,0,3,4,9,168,169
141761110,0,3,4,12,26,164
141953910,0,3,4,15,11,132
143354847,0,3,5,4,107,27
147337591,0,3,7,1,49,131
149760462,0,3,8,6,41,44
150041192,0,3,8,10,114,146
150211379,0,3,8,13,11,199
154240034,0,3,10,10,132,216
154318146,0,3,10,11,181,184
154378313,0,3,10,12,160,177
154572419,0,3,10,15,150,119
156206505,0,3,11,8,133,81
156350682,0,3,11,10,184,32
156475665,0,3,11,12,161,233
158370485,0,3,12,9,138,69
158771571,0,3,12,15,169,135
160496730,0,3,13,9,252,160
162143771,0,3,14,3,30,223
162460700,0,3,14,7,244,222
164455707,0,3,15,6,101,223
167252017,0,3,16,17,16,201
175410082,0,3,20,13,139,88
181510815,0,3,23,10,162,91
181899314,0,3,23,16,144,200
204353196,0,4,2,8,46,78
204468133,0,4,2,9,239,85
204475851,0,4,2,10,13,47
204538003,0,4,2,11,0,103
204598991,0,4,2,11,238,43
204711890,0,4,2,13,167,40
210461807,0,4,5,5,100,139
210474595,0,4,5,5,150,151
210720429,0,4,5,9,86,77
211011999,0,4,5,13,201,91
211203762,0,4,5,16,182,72
216548209,0,4,8,2,67,137
218985878,0,4,9,7,117,100
219266105,0,4,9,11,188,193
219438861,0,4,9,14,95,237
223683861,0,4,11,15,37,229
225313821,0,4,12,8,4,221
225444750,0,4,12,10,3,108
225460307,0,4,12,10,64,167
225523634,0,4,12,11,55,72
225584312,0,4,12,12,36,66
229690965,0,4,14,10,206,165
232049079,0,4,15,14,201,67
232190191,0,4,15,16,240,11
233798126,0,4,16,9,121,12
235505462,0,4,17,3,135,196
235771801,0,4,17,7,151,97
237770080,0,4,18,6,21,154
238545848,0,4,18,17,235,66
248725480,0,4,23,13,63,18
254921271,0,4,26,11,202,195
403180035,1,3,1,1,10,247
403200629,1,3,1,1,90,133
404100709,1,3,1,15,22,149
404203737,1,3,1,16,168,33
405278969,1,3,2,1,16,1
407439238,1,3,3,2,7,116
407439239,1,3,3,2,7,115
407556629,1,3,3,3,210,229
409645768,1,3,4,3,178,50
416745937,1,3,7,16,9,41
428731580,1,3,13,6,236,62
437733946,1,3,17,16,74,192
439831307,1,3,18,16,75,239
441928437,1,3,19,16,74,5
449546544,1,3,23,4,137,202
449573157,1,3,23,4,241,213
471204089,1,4,1,16,0,1
471229568,1,4,1,16,100,122
483862823,1,4,7,17,41,211
499956119,1,4,15,6,185,99
525013988,1,4,27,5,19,22
525058728,1,4,27,5,194,82
526862954,1,4,28,1,74,144
673940016,2,3,2,4,130,202
695091506,2,3,12,7,65,200
708051343,2,3,18,13,1,107
709461413,2,3,19,2,133,85
710062444,2,3,19,11,177,142
768414947,2,4,15,7,20,23
774358420,2,4,18,1,197,102
782777791,2,4,22,2,61,59
