frameNumber,hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
6,407437901,1,3,3,2,2,173
6,408420201,1,3,3,16,255,145
6,420775442,1,3,9,13,134,232
6,433012837,1,3,15,8,64,149
6,443849921,1,3,20,13,156,57
6,446018974,1,3,21,14,181,92
6,475485583,1,4,3,17,85,107
6,476646624,1,4,4,3,12,26
6,492064708,1,4,11,14,79,54
6,504330564,1,4,17,9,121,182
6,515131398,1,4,22,14,72,244
6,517228531,1,4,23,14,71,7
6,521499529,1,4,25,15,115,113
6,678515983,2,3,4,10,85,235
6,697070898,2,3,13,5,117,200
6,745532190,2,4,4,9,235,220
6,768307398,2,4,15,5,112,52
7,2205343,0,1,2,1,90,91
7,2364988,0,1,2,4,234,190
7,4352590,0,1,3,2,150,172
7,4637719,0,1,3,6,60,227
7,6408779,0,1,4,1,54,175
7,6609488,0,1,4,4,38,170
7,6709094,0,1,4,6,161,148
7,8699212,0,1,5,4,67,174
7,10580440,0,1,6,1,143,34
7,10701168,0,1,6,3,183,138
7,10821003,0,1,6,5,227,111
7,10887333,0,1,6,6,224,85
7,15020318,0,1,8,5,207,220
7,71573415,0,2,3,4,225,83
7,73556378,0,2,4,2,159,96
7,73842020,0,2,4,6,67,150
7,75622052,0,2,5,1,26,86
7,75810978,0,2,5,4,56,88
7,75919026,0,2,5,6,146,72
7,77872731,0,2,6,4,194,159
7,79779409,0,2,7,1,170,169
7,80031768,0,2,7,5,208,226
7,80088848,0,2,7,6,241,234
7,81998784,0,2,8,3,205,58
7,86441482,0,2,10,6,2,240
7,135337355,0,3,1,10,21,111
7,139422519,0,3,3,8,107,195
7,141629785,0,3,4,10,25,161
7,141733894,0,3,4,11,176,244
7,141751011,0,3,4,11,242,23
7,141917894,0,3,4,14,126,52
7,141926211,0,3,4,14,159,183
7,143831540,0,3,5,11,177,6
7,146052248,0,3,6,13,148,98
7,154567467,0,3,10,15,131,207
7,155763568,0,3,11,1,195,138
7,156153164,0,3,11,7,181,174
7,156363967,0,3,11,10,236,59
7,156481291,0,3,11,12,183,239
7,156551909,0,3,11,13,202,21
7,157987240,0,3,12,3,177,82
7,158578679,0,3,12,12,183,3
7,158731629,0,3,12,15,13,141
7,162585716,0,3,14,9,220,134
7,170580121,0,3,18,3,216,97
7,171231349,0,3,18,13,200,133
7,173264436,0,3,19,12,206,198
7,181529344,0,3,23,10,235,250
7,181638071,0,3,23,12,147,67
7,183160497,0,3,24,3,206,73
7,183627501,0,3,24,10,238,13
7,202406972,0,4,1,10,124,190
7,208603988,0,4,4,9,11,166
7,208832532,0,4,4,12,136,230
7,210522695,0,4,5,6,82,179
7,210811302,0,4,5,10,185,84
7,210897185,0,4,5,12,9,217
7,211094372,0,4,5,15,11,150
7,211094746,0,4,5,15,12,32
7,213199711,0,4,6,15,43,155
7,225528691,0,4,12,11,75,135
7,225718416,0,4,12,14,48,106
7,225834963,0,4,12,15,247,39
7,227046361,0,4,13,2,115,33
7,227166736,0,4,13,4,74,234
7,227434150,0,4,13,8,94,84
7,227755873,0,4,13,13,71,153
7,229995401,0,4,14,15,115,113
7,235967612,0,4,17,10,148,126
7,243966114,0,4,21,4,160,88
7,244622969,0,4,21,14,166,129
7,248755908,0,4,23,13,182,54
7,254993608,0,4,26,12,228,50
7,256974643,0,4,27,11,31,199
7,258566771,0,4,28,3,106,135
7,403335740,1,3,1,3,106,190
7,405358249,1,3,2,2,70,81
7,443439329,1,3,20,7,88,25
7,443483289,1,3,20,8,4,97
7,470435443,1,4,1,4,70,135
7,472396762,1,4,2,2,51,32
7,486061602,1,4,8,18,182,216
7,490266280,1,4,10,18,222,82
7,516781456,1,4,23,7,117,106
7,518923238,1,4,24,8,35,20
7,680755507,2,3,5,12,129,199
7,711680837,2,3,20,4,99,181
7,715921511,2,3,22,5,24,147
7,715932879,2,3,22,5,68,43
7,715949238,2,3,22,5,132,68
7,715952980,2,3,22,5,147,166
7,715961697,2,3,22,5,181,153
7,715961748,2,3,22,5,181,102
7,715992487,2,3,22,6,45,83
7,715994228,2,3,22,6,52,134
7,717833766,2,3,23,2,70,212
7,749903514,2,4,6,12,158,96
7,787154715,2,4,24,5,7,223
7,789310112,2,4,25,5,234,90
7,789314387,2,4,25,5,251,167
7,789325599,2,4,25,6,39,219
7,789328643,2,4,25,6,51,247
7,789338464,2,4,25,6,89,154
7,789392653,2,4,25,7,45,237
7,789508907,2,4,25,8,243,207
7,789509163,2,4,25,8,244,207
7,789516835,2,4,25,9,18,215
7,789542945,2,4,25,9,120,217
7,789549876,2,4,25,9,147,198
7,789568571,2,4,25,9,220,191
7,789571343,2,4,25,9,231,235
7,791372415,2,4,26,5,98,123
7,791414660,2,4,26,6,7,118
7,791422613,2,4,26,6,38,101
7,791426040,2,4,26,6,51,2
7,791426683,2,4,26,6,54,127
7,791443812,2,4,26,6,121,150
7,791454077,2,4,26,6,161,125
7,791515248,2,4,26,7,144,138
7,791529171,2,4,26,7,198,39
7,791541866,2,4,26,7,248,144
7,791543526,2,4,26,7,254,20
7,791577570,2,4,26,8,131,24
7,791577825,2,4,26,8,132,25
7,791577826,2,4,26,8,132,24
7,791592611,2,4,26,8,190,87
7,791624154,2,4,26,9,57,32
7,791627164,2,4,26,9,69,94
7,791646364,2,4,26,9,144,94
7,791662535,2,4,26,9,207,51
7,791666578,2,4,26,9,223,104
7,793276508,2,4,27,2,112,158
8,198263,0,1,1,3,250,131
8,267416,0,1,1,4,236,98
8,372450,0,1,1,5,82,24
8,2309462,0,1,2,3,195,164
8,2384939,0,1,2,4,156,207
8,2496672,0,1,2,6,232,90
8,4478949,0,1,3,4,169,21
8,4485602,0,1,3,4,143,24
8,6486117,0,1,4,2,8,149
8,10808433,0,1,6,4,20,137
8,67309197,0,2,1,3,242,109
8,67391089,0,2,1,4,178,137
8,67478223,0,2,1,5,94,43
8,69504840,0,2,2,4,113,178
8,71518187,0,2,3,3,185,15
8,71577694,0,2,3,4,208,156
8,71719410,0,2,3,6,167,8
8,73674184,0,2,4,4,211,50
8,75564636,0,2,5,1,250,158
8,79994657,0,2,7,4,97,217
8,82188177,0,2,8,6,233,105
8,135392644,0,3,1,10,237,118
8,137023554,0,3,2,3,208,184
8,137104784,0,3,2,5,13,106
8,137190783,0,3,2,6,93,123
8,137240773,0,3,2,7,32,53
8,137339039,0,3,2,8,160,91
8,137498254,0,3,2,11,14,108
8,137574882,0,3,2,12,57,24
8,137787230,0,3,2,15,119,156
8,139087737,0,3,3,3,79,129
8,139293812,0,3,3,6,116,134
8,139796366,0,3,3,14,31,108
8,139836249,0,3,3,14,187,161
8,141110492,0,3,4,2,44,30
8,144124710,0,3,5,16,43,212
8,147722949,0,3,7,7,18,53
8,151543811,0,3,9,1,96,247
8,151782203,0,3,9,5,3,191
8,153641713,0,3,10,1,98,9
8,156399906,0,3,11,11,121,216
8,166578056,0,3,16,6,199,114
8,173031807,0,3,19,9,65,123
8,174895873,0,3,20,5,179,249
8,175255749,0,3,20,11,48,53
8,176993519,0,3,21,5,180,11
8,177175851,0,3,21,8,125,207
8,179788270,0,3,22,16,89,12
8,181258372,0,3,23,6,200,118
8,181301858,0,3,23,7,114,152
8,181402636,0,3,23,8,252,238
8,181425290,0,3,23,9,84,112
8,181606005,0,3,23,12,22,133
8,183189963,0,3,24,4,65,47
8,183271628,0,3,24,5,128,46
8,183500025,0,3,24,8,252,1
8,183968873,0,3,24,16,36,145
8,202023466,0,4,1,4,162,208
8,202024639,0,4,1,4,166,59
8,202178376,0,4,1,6,255,178
8,202329948,0,4,1,9,79,158
8,202441499,0,4,1,11,3,223
8,204687731,0,4,2,13,73,135
8,204899157,0,4,2,16,131,165
8,206170435,0,4,3,3,233,183
8,206373921,0,4,3,7,4,217
8,206884783,0,4,3,14,207,75
8,208222953,0,4,4,3,58,17
8,208981936,0,4,4,14,207,74
8,209202098,0,4,4,18,43,72
8,213291659,0,4,6,16,146,111
8,216888189,0,4,8,7,115,125
8,222797384,0,4,11,1,158,178
8,223057876,0,4,11,5,151,38
8,227705353,0,4,13,12,130,241
8,229802233,0,4,14,12,128,1
8,239961290,0,4,19,7,132,48
8,246395478,0,4,22,9,178,164
8,248631636,0,4,23,11,209,166
8,250354026,0,4,24,6,25,144
8,253141509,0,4,25,16,162,245
8,254695150,0,4,26,8,86,12
8,255239159,0,4,26,16,163,3
8,256862739,0,4,27,9,106,231
8,258814305,0,4,28,7,49,153
8,258814309,0,4,28,7,49,149
8,258970063,0,4,28,9,145,43
8,259419539,0,4,28,16,109,103
8,410251622,1,3,4,12,241,148
8,426798668,1,3,12,9,110,174
8,441395870,1,3,19,8,42,92
8,475401237,1,4,3,16,12,229
8,475472796,1,4,3,17,35,94
8,498094759,1,4,14,10,82,83
8,514782402,1,4,22,8,244,56
8,711889332,2,3,20,7,145,70
8,714397657,2,3,21,13,215,33
8,785226181,2,4,23,7,153,53
8,789792722,2,4,25,13,71,40
9,168021,0,1,1,2,112,165
9,423589,0,1,1,6,138,85
9,2264015,0,1,2,2,117,43
9,6586747,0,1,4,4,127,127
9,8511790,0,1,5,1,31,204
9,8820501,0,1,5,6,105,229
9,8846259,0,1,5,6,5,71
9,10914700,0,1,6,6,117,110
9,12668453,0,1,7,1,178,213
9,12863802,0,1,7,4,183,192
9,67293261,0,2,1,2,48,173
9,67518051,0,2,1,6,194,151
9,69377811,0,2,2,2,97,231
9,75763900,0,2,5,4,240,62
9,77710435,0,2,6,1,60,151
9,80091460,0,2,7,6,231,182
9,80097577,0,2,7,6,207,209
9,80102022,0,2,7,6,190,116
9,80110265,0,2,7,6,158,65
9,80117033,0,2,7,6,131,209
9,83996238,0,2,9,1,82,172
9,84180313,0,2,9,4,131,161
9,139735094,0,3,3,13,48,196
9,156567981,0,3,11,14,9,77
9,158552021,0,3,12,12,79,37
9,168492237,0,3,17,3,252,45
9,168797397,0,3,17,8,164,37
9,174925712,0,3,20,6,39,106
9,177696053,0,3,21,16,109,197
9,179626336,0,3,22,13,225,154
9,206868516,0,4,3,14,144,214
9,227896652,0,4,13,15,109,174
9,229828039,0,4,14,12,229,51
9,230218834,0,4,14,18,220,168
9,241631415,0,4,20,1,0,67
9,241800121,0,4,20,3,147,65
9,242136268,0,4,20,8,180,46
9,248262714,0,4,23,6,48,192
9,253156064,0,4,25,16,218,26
9,257232562,0,4,27,15,14,72
9,407998399,1,3,3,10,143,59
9,410359951,1,3,4,14,152,107
9,411642762,1,3,5,2,43,112
9,412141465,1,3,5,9,199,97
9,412148607,1,3,5,9,227,123
9,412148862,1,3,5,9,228,124
9,412155478,1,3,5,9,254,164
9,412156764,1,3,5,10,3,158
9,412158644,1,3,5,10,10,70
9,412160673,1,3,5,10,18,89
9,412163141,1,3,5,10,28,181
9,412166056,1,3,5,10,39,82
9,412168781,1,3,5,10,50,173
9,426610262,1,3,12,6,142,164
9,435492676,1,3,16,14,23,182
9,475102390,1,4,3,11,124,68
9,477386272,1,4,4,14,86,218
9,480846044,1,4,6,3,32,30
9,481870435,1,4,6,18,194,151
9,481870436,1,4,6,18,194,150
9,490240425,1,4,10,18,121,81
9,495749637,1,4,13,6,138,245
9,497847794,1,4,14,6,141,8
9,508868023,1,4,19,14,181,67
9,707547487,2,3,18,5,81,155
9,711542326,2,3,20,2,70,196
9,718465842,2,3,23,11,235,200
9,778760735,2,4,20,4,242,219
9,784900713,2,4,23,2,162,145
9,793903557,2,4,27,12,1,53
