frameNumber,hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
2,10731856,0,1,6,3,63,170
2,10849979,0,1,6,5,114,63
2,10914703,0,1,6,6,117,107
2,12648936,0,1,7,1,255,18
2,12817206,0,1,7,3,109,196
2,12987027,0,1,7,6,214,103
2,14905964,0,1,8,3,142,142
2,15050919,0,1,8,5,88,83
2,15060139,0,1,8,5,52,79
2,67383609,0,2,1,4,207,193
2,69284652,0,2,2,1,205,206
2,69357573,0,2,2,2,176,245
2,69486929,0,2,2,4,183,169
2,71454969,0,2,3,2,176,1
2,71482745,0,2,3,2,67,129
2,71509854,0,2,3,3,217,156
2,71571915,0,2,3,4,231,47
2,71589842,0,2,3,4,161,40
2,71666900,0,2,3,5,116,38
2,73501200,0,2,4,1,118,234
2,73655523,0,2,4,3,28,23
2,75618023,0,2,5,1,42,19
2,75688026,0,2,5,2,24,160
2,75820369,0,2,5,4,19,169
2,75910759,0,2,5,6,178,147
2,77660322,0,2,6,1,256,88
2,77786258,0,2,6,2,20,104
2,77800318,0,2,6,3,221,124
2,77811034,0,2,6,3,179,160
2,77816997,0,2,6,3,156,85
2,78042028,0,2,6,6,45,78
2,79797969,0,2,7,1,98,41
2,79809241,0,2,7,1,54,33
2,79861075,0,2,7,2,107,167
2,79903618,0,2,7,3,197,120
2,80055920,0,2,7,5,114,138
2,81923275,0,2,8,2,244,47
2,81993096,0,2,8,3,227,114
2,82009032,0,2,8,3,165,50
2,82211245,0,2,8,6,143,77
2,84125520,0,2,9,3,89,170
2,86181731,0,2,10,3,249,151
2,86347491,0,2,10,5,114,23
2,86357444,0,2,10,5,75,54
2,135054879,0,3,1,5,198,219
2,135145762,0,3,1,7,41,216
2,135177017,0,3,1,7,163,193
2,135201291,0,3,1,8,2,239
2,135280709,0,3,1,9,56,181
2,135336329,0,3,1,10,17,113
2,135506417,0,3,1,12,169,9
2,137102733,0,3,2,5,5,109
2,137690237,0,3,2,13,252,125
2,137717986,0,3,2,14,104,24
2,138969725,0,3,3,1,130,125
2,139500185,0,3,3,9,154,97
2,141231321,0,3,4,4,4,33
2,141399071,0,3,4,6,148,219
2,141426222,0,3,4,6,254,204
2,143185460,0,3,5,1,214,198
2,143576274,0,3,5,7,204,40
2,143744899,0,3,5,10,95,119
2,143955486,0,3,5,13,150,220
2,143968022,0,3,5,13,199,228
2,144025116,0,3,5,14,166,222
2,146101579,0,3,6,14,85,175
2,146106039,0,3,6,14,102,67
2,146180953,0,3,6,15,139,161
2,146206398,0,3,6,15,238,60
2,147705245,0,3,7,6,205,93
2,147834034,0,3,7,8,196,72
