hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
6717421,0,1,4,6,129,13
10558781,0,1,6,1,227,189
10678536,0,1,6,2,15,242
10698024,0,1,6,3,195,210
10752394,0,1,6,4,239,112
10844736,0,1,6,5,134,186
10855978,0,1,6,5,90,208
10916669,0,1,6,6,109,189
12724995,0,1,7,2,213,247
12775158,0,1,7,2,18,4
12889091,0,1,7,4,84,247
14823665,0,1,8,2,208,9
14896687,0,1,8,3,178,203
14987506,0,1,8,4,80,8
15061771,0,1,8,5,45,239
15075151,0,1,8,6,249,171
15122010,0,1,8,6,66,160
15135211,0,1,8,6,15,15
73813041,0,2,4,6,180,201
79970833,0,2,7,4,190,233
81868929,0,2,8,1,200,121
81894353,0,2,8,1,101,41
82012556,0,2,8,3,151,110
82144421,0,2,8,5,148,85
82167189,0,2,8,5,59,101
82217886,0,2,8,6,117,92
84021846,0,2,9,2,238,164
84184135,0,2,9,4,116,179
84330583,0,2,9,6,56,163
86205318,0,2,10,3,157,116
86373389,0,2,10,5,12,237
86381689,0,2,10,6,236,129
86428810,0,2,10,6,52,112
139749657,0,3,3,13,105,225
157962849,0,3,12,3,82,153
162581725,0,3,14,9,204,29
166680397,0,3,16,8,87,173
168737085,0,3,17,7,185,189
173036977,0,3,19,9,85,73
174755885,0,3,20,3,144,205
176935286,0,3,21,4,209,132
179031396,0,3,22,4,205,150
179053168,0,3,22,5,34,138
179225676,0,3,22,7,196,174
179286801,0,3,22,8,179,233
181010706,0,3,23,3,1,232
181094053,0,3,23,4,70,85
181236756,0,3,23,6,116,230
181299327,0,3,23,7,104,123
181354617,0,3,23,8,64,129
181397086,0,3,23,8,230,156
181410249,0,3,23,9,25,49
181510772,0,3,23,10,162,134
181584268,0,3,23,11,193,110
181598960,0,3,23,11,250,10
181638575,0,3,23,12,149,75
181638832,0,3,23,12,150,74
181642430,0,3,23,12,164,60
181642943,0,3,23,12,166,59
181688770,0,3,23,13,89,56
181714074,0,3,23,13,188,96
181714075,0,3,23,13,188,95
181714076,0,3,23,13,188,94
181721960,0,3,23,13,219,146
183113606,0,3,24,3,23,116
183287474,0,3,24,5,190,72
208960955,0,4,4,14,125,63
229241361,0,4,14,3,242,233
240121494,0,4,19,9,246,100
246356606,0,4,22,9,26,124
250279244,0,4,24,4,245,174
254539643,0,4,26,5,247,127
254575764,0,4,26,6,132,102
256544419,0,4,27,4,142,87
256602144,0,4,27,5,112,218
256649843,0,4,27,6,42,135
258637226,0,4,28,4,125,80
410203928,1,3,4,12,55,226
411892070,1,3,5,5,249,148
443252550,1,3,20,4,127,180
443571619,1,3,20,9,93,87
445120849,1,3,21,1,1,169
445487390,1,3,21,6,153,220
478886975,1,4,5,5,60,187
479424909,1,4,5,13,113,109
498641429,1,4,14,18,170,229
516396477,1,4,23,1,149,61
518820518,1,4,24,6,146,84
518821544,1,4,24,6,150,82
518986952,1,4,24,9,28,50
708181339,2,3,18,14,253,159
781511222,2,4,21,14,234,196
