hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
4575874,0,1,3,5,46,120
6536214,0,1,4,3,68,228
10776621,0,1,6,4,144,205
73775034,0,2,4,5,73,64
75751495,0,2,5,3,32,179
82085056,0,2,8,4,124,58
143545701,0,3,5,7,85,149
143809464,0,3,5,11,91,66
148288044,0,3,7,15,178,206
152542533,0,3,9,16,157,181
154184360,0,3,10,9,170,82
154351570,0,3,10,12,55,40
212672406,0,4,6,7,31,100
215122766,0,4,7,12,131,172
219288842,0,4,9,12,21,240
221213482,0,4,10,9,115,208
221385709,0,4,10,12,19,13
403475523,1,3,1,5,140,183
404047509,1,3,1,14,70,101
414456533,1,3,6,13,26,37
416429165,1,3,7,11,52,141
427231444,1,3,12,16,8,38
430923487,1,3,14,8,94,27
432881373,1,3,15,6,62,29
439504664,1,3,18,11,79,226
451905080,1,3,24,8,134,194
473173191,1,4,2,14,12,51
483545897,1,4,7,12,83,209
483682729,1,4,7,14,105,81
496484183,1,4,13,17,191,163
502240693,1,4,16,9,149,69
504291288,1,4,17,8,223,34
512911018,1,4,21,12,102,80
