hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
181312,0,1,1,2,60,186
2172857,0,1,2,1,217,65
2298138,0,1,2,3,239,224
2393640,0,1,2,4,122,210
2485484,0,1,2,5,20,14
4314950,0,1,3,1,41,180
8779380,0,1,5,5,10,134
14950693,0,1,8,4,223,213
14963805,0,1,8,4,172,157
15064311,0,1,8,5,36,3
69286766,0,2,2,1,197,140
69395930,0,2,2,2,27,32
69470642,0,2,2,4,247,72
71530868,0,2,3,3,135,134
71609224,0,2,3,4,85,114
73518208,0,2,4,1,52,122
77931113,0,2,6,5,222,145
86250420,0,2,10,4,237,70
86255683,0,2,10,4,216,183
86360810,0,2,10,5,62,16
135216592,0,3,1,8,61,42
137735873,0,3,2,14,174,57
139244271,0,3,3,5,178,11
139265459,0,3,3,6,5,71
150436638,0,3,8,16,123,220
160055903,0,3,13,3,66,155
166871165,0,3,16,11,64,125
170665147,0,3,18,5,36,63
171038382,0,3,18,10,214,76
173175901,0,3,19,11,116,157
179127071,0,3,22,6,67,219
179342235,0,3,22,9,139,95
181227205,0,3,23,6,78,53
202250737,0,4,1,8,25,9
202680559,0,4,1,14,168,11
206213635,0,4,3,4,146,247
206401925,0,4,3,7,113,117
208308981,0,4,4,4,138,5
221782869,0,4,10,18,35,165
233400798,0,4,16,3,105,28
240278220,0,4,19,12,90,46
244108206,0,4,21,6,203,76
244343716,0,4,21,10,99,86
248678912,0,4,23,12,138,250
250777335,0,4,24,12,142,3
254542882,0,4,26,6,4,216
254763994,0,4,26,9,99,32
256770016,0,4,27,7,255,26
258874115,0,4,28,8,27,247
259304200,0,4,28,14,171,242
403843113,1,3,1,11,40,209
418350029,1,3,8,8,131,45
418350791,1,3,8,8,134,51
418885207,1,3,8,16,174,163
420783472,1,3,9,13,165,138
422226470,1,3,10,3,170,212
435362188,1,3,16,12,25,110
444123265,1,3,20,17,200,121
445596010,1,3,21,8,65,144
448006369,1,3,22,13,8,25
470957169,1,4,1,12,60,137
487565510,1,4,9,9,168,52
488107615,1,4,9,17,238,155
490009653,1,4,10,14,244,197
491502612,1,4,11,5,188,230
508772293,1,4,19,13,63,53
518986340,1,4,24,9,26,150
519553738,1,4,24,17,194,48
521352643,1,4,25,13,53,55
