hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
141948,0,1,1,2,214,126
162552,0,1,1,2,134,2
2350866,0,1,2,3,33,232
4263382,0,1,3,1,243,36
4287380,0,1,3,1,149,102
4329960,0,1,3,2,239,18
4338351,0,1,3,2,206,75
4380128,0,1,3,2,43,26
4437492,0,1,3,3,75,6
4458465,0,1,3,4,249,25
4568257,0,1,3,5,76,57
4598405,0,1,3,6,214,117
6433370,0,1,4,2,214,160
6573511,0,1,4,4,179,51
6661480,0,1,4,5,91,146
8558440,0,1,5,2,105,146
8644901,0,1,5,3,23,213
8645939,0,1,5,3,19,199
8649035,0,1,5,3,7,175
8728938,0,1,5,5,207,144
10845761,0,1,6,5,130,185
12651081,0,1,7,1,246,177
12678492,0,1,7,1,139,158
12713826,0,1,7,1,1,152
12719412,0,1,7,2,235,198
12722260,0,1,7,2,224,166
12831541,0,1,7,3,53,197
12842010,0,1,7,3,12,224
12854585,0,1,7,4,219,193
12932330,0,1,7,5,172,16
12989303,0,1,7,6,205,131
14842121,0,1,8,2,135,241
67270392,0,2,1,2,138,2
67275405,0,2,1,2,118,109
71371824,0,2,3,1,244,202
71438911,0,2,3,2,238,187
71448067,0,2,3,2,202,247
71494756,0,2,3,2,20,150
71545425,0,2,3,3,78,169
71557214,0,2,3,3,32,156
71566135,0,2,3,4,253,195
71678230,0,2,3,5,71,228
73492947,0,2,4,1,151,39
73543231,0,2,4,2,210,187
73545205,0,2,4,2,203,5
73552420,0,2,4,2,174,214
73803970,0,2,4,6,216,56
75812226,0,2,5,4,51,120
77761971,0,2,6,2,115,71
77765186,0,2,6,2,102,184
77938243,0,2,6,5,194,183
79762255,0,2,7,1,237,171
79782172,0,2,7,1,159,222
79787276,0,2,7,1,139,238
79791369,0,2,7,1,123,241
79791625,0,2,7,1,122,241
79820546,0,2,7,1,9,248
79866131,0,2,7,2,87,231
79866387,0,2,7,2,86,231
79936866,0,2,7,3,67,152
81868108,0,2,8,1,203,174
81885689,0,2,8,1,135,1
81885945,0,2,8,1,134,1
81899682,0,2,8,1,80,88
81916809,0,2,8,1,13,113
81918700,0,2,8,1,6,14
81918956,0,2,8,1,5,14
81918957,0,2,8,1,5,13
81927916,0,2,8,2,226,14
81930432,0,2,8,2,216,58
81963898,0,2,8,2,85,128
82021957,0,2,8,3,114,181
82063687,0,2,8,4,207,179
82120273,0,2,8,5,242,169
82122812,0,2,8,5,232,190
82139821,0,2,8,5,166,77
82228562,0,2,8,6,75,168
83954868,0,2,9,1,244,70
83982245,0,2,9,1,137,85
83982274,0,2,9,1,137,56
84016332,0,2,9,1,4,46
84022946,0,2,9,2,234,88
84024504,0,2,9,2,228,66
84132272,0,2,9,3,63,74
84136101,0,2,9,3,48,85
84145797,0,2,9,3,10,117
84159143,0,2,9,4,214,83
84172169,0,2,9,4,163,113
84242549,0,2,9,5,144,133
84293353,0,2,9,6,202,17
86144263,0,2,10,2,139,243
135159369,0,3,1,7,94,177
137176981,0,3,2,6,39,101
138966970,0,3,3,1,119,64
139304002,0,3,3,6,156,184
139309264,0,3,3,6,176,42
139360958,0,3,3,7,122,60
139387493,0,3,3,7,226,149
139402685,0,3,3,8,29,61
139415975,0,3,3,8,81,83
139431577,0,3,3,8,142,97
139446987,0,3,3,8,202,47
139548118,0,3,3,10,85,36
139553157,0,3,3,10,105,117
139696163,0,3,3,12,152,215
147617550,0,3,7,5,119,236
149819859,0,3,8,7,17,39
149820115,0,3,8,7,18,39
151638634,0,3,9,2,210,144
151727670,0,3,9,4,46,196
151925414,0,3,9,7,50,84
