hitIndex,station,layer,ladder,chip,pixel_x,pixel_y
247615,0,1,1,3,57,187
2321159,0,1,2,3,149,243
4421112,0,1,3,3,139,2
4492208,0,1,3,4,117,74
6537650,0,1,4,3,63,72
6641308,0,1,4,5,170,94
8726294,0,1,5,5,217,228
10728310,0,1,6,3,77,132
14763590,0,1,8,1,186,180
15136492,0,1,8,6,10,14
69422268,0,2,2,3,180,62
71507054,0,2,3,3,228,140
71610448,0,2,3,4,80,170
75747463,0,2,5,3,48,115
75850978,0,2,5,5,156,24
77944665,0,2,6,5,169,161
79852325,0,2,7,2,141,213
84338706,0,2,9,6,24,232
86072901,0,2,10,1,162,181
135204320,0,3,1,8,13,26
137599113,0,3,2,12,152,113
138991119,0,3,3,1,214,235
139541589,0,3,3,10,60,165
139937351,0,3,3,16,70,179
143224530,0,3,5,2,110,40
145860371,0,3,6,10,167,231
147828771,0,3,7,8,176,215
151620725,0,3,9,2,140,133
153631140,0,3,10,1,57,86
155736659,0,3,11,1,90,167
155873547,0,3,11,3,113,239
157969401,0,3,12,3,107,1
168648819,0,3,17,6,96,135
168955443,0,3,17,11,14,199
172510083,0,3,19,1,75,119
172625260,0,3,19,3,13,142
172851106,0,3,19,6,127,88
176855198,0,3,21,3,152,92
202364620,0,4,1,9,214,46
206691137,0,4,3,11,219,185
206770892,0,4,3,13,18,46
207088436,0,4,3,17,235,198
208087002,0,4,4,1,39,32
210248818,0,4,5,2,36,136
214981408,0,4,7,10,91,218
219040390,0,4,9,8,74,116
229153219,0,4,14,2,153,55
237469014,0,4,18,1,125,164
237596505,0,4,18,3,111,161
237707880,0,4,18,5,34,146
237922122,0,4,18,8,103,176
238224225,0,4,18,13,3,153
238240067,0,4,18,13,65,183
238250578,0,4,18,13,106,168
238329882,0,4,18,14,160,224
238330138,0,4,18,14,161,224
238350593,0,4,18,14,241,249
238394647,0,4,18,15,157,227
239725236,0,4,19,3,234,70
239852727,0,4,19,5,220,67
239972298,0,4,19,7,175,48
240099266,0,4,19,9,159,56
240322008,0,4,19,13,5,34
240336874,0,4,19,13,63,16
240365786,0,4,19,13,176,32
240408775,0,4,19,14,88,51
240447987,0,4,19,14,241,7
240508641,0,4,19,15,222,25
240508897,0,4,19,15,223,25
240509154,0,4,19,15,224,24
240509410,0,4,19,15,225,24
242073933,0,4,20,7,193,173
242380033,0,4,20,12,109,249
244477427,0,4,21,12,109,7
246052288,0,4,22,4,117,58
246166077,0,4,22,6,50,189
248007902,0,4,23,2,76,28
250177426,0,4,24,3,103,104
404184712,1,3,1,16,94,114
420804629,1,3,9,13,248,229
431360554,1,3,14,15,10,208
432543008,1,3,15,1,21,218
432778535,1,3,15,4,173,211
434653832,1,3,16,1,74,114
434895272,1,3,16,4,249,82
443986181,1,3,20,15,177,245
446083827,1,3,21,15,178,7
475529414,1,4,3,18,0,52
491991458,1,4,11,13,49,88
503856712,1,4,17,2,62,178
504082726,1,4,17,5,177,212
504173852,1,4,17,7,21,222
504780732,1,4,17,16,87,62
506476501,1,4,18,10,55,37
506786728,1,4,18,14,243,82
506957448,1,4,18,17,142,114
507984427,1,4,19,1,58,207
508219785,1,4,19,4,209,113
508299909,1,4,19,6,10,117
508519821,1,4,19,9,101,109
508819362,1,4,19,13,247,88
508968896,1,4,19,16,63,58
519501922,1,4,24,16,248,152
527945486,1,4,28,17,207,236
693663148,2,3,11,17,117,78
762836073,2,4,12,17,244,145
