batch,track_id,hit_IDs,traj_ps,traj_pts,traj_lambdas,traj_phis,num_hits,correct_tracks,tid
1363,14,"[84020577, 183552204, 164552769, 237909141]","[29.152926235253954, 29.152926235253954, 29, 29]","[28.80897364216056, 28.80897364216056, 28, 28]","[0.08997491173549256, 0.08997491173549256, 0, 0]","[-0.727799507181377, -0.727799507181377, 0, 0]",4,1,1285355
1363,19,"[84180773, 183552204, 164713324, 256930850]","[29.152926235253954, 29.152926235253954, 29, 29]","[28.80897364216056, 28.80897364216056, 28, 28]","[0.08997491173549256, 0.08997491173549256, 0, 0]","[-0.727799507181377, -0.727799507181377, 0, 0]",4,1,1285355
1363,23,"[165098845, 256930850, 84180773, 448154943]","[29.152926235253954, 29.152926235253954, 29, 29]","[28.80897364216056, 28.80897364216056, 28, 28]","[0.08997491173549256, 0.08997491173549256, 0, 0]","[-0.727799507181377, -0.727799507181377, 0, 0]",4,1,1285355
1363,24,"[182991545, 258466546, 71520221, 182991545]","[29.152926235253954, 29.152926235253954, 29, 29]","[28.80897364216056, 28.80897364216056, 28, 28]","[0.08997491173549256, 0.08997491173549256, 0, 0]","[-0.727799507181377, -0.727799507181377, 0, 0]",4,1,1285355
1363,25,"[182991545, 256369411, 84020577, 448154943]","[29.152926235253954, 29.152926235253954, 29, 29]","[28.80897364216056, 28.80897364216056, 28, 28]","[0.08997491173549256, 0.08997491173549256, 0, 0]","[-0.727799507181377, -0.727799507181377, 0, 0]",4,1,1285355
1363,26,"[182991545, 523627941, 71520221, 164713324]","[29.152926235253954, 29.152926235253954, 29, 29]","[28.80897364216056, 28.80897364216056, 28, 28]","[0.08997491173549256, 0.08997491173549256, 0, 0]","[-0.727799507181377, -0.727799507181377, 0, 0]",4,1,1285355
1363,29,"[183552204, 238088430, 84020577, 164552769]","[29.152926235253954, 29.152926235253954, 29, 29]","[28.80897364216056, 28.80897364216056, 28, 28]","[0.08997491173549256, 0.08997491173549256, 0, 0]","[-0.727799507181377, -0.727799507181377, 0, 0]",4,1,1285355
1366,0,"[4304839, 71431214, 71431214, 139178617, 139178617, 208300110]","[11.62681188731262, 11.62681188731262, 11, 11, 11, 11]","[9.205595721628054, 9.205595721628054, 9, 9, 9, 9]","[-0.35891467106909264, -0.35891467106909264, 0, 0, 0, 0]","[0.7882769201838653, 0.7882769201838653, 0, 0, 0, 0]",6,1,1330124
1367,5,"[2288217, 71378568, 71378568, 153653524, 135153436, 204325003]","[16.04982437853241, 16.04982437853241, 16, 16, 16, 16]","[16.02645816321678, 16.02645816321678, 16, 16, 16, 16]","[-0.025010142003465623, -0.025010142003465623, 0, 0, 0, 0]","[0.7630156338081, 0.7630156338081, 0, 0, 0, 0]",6,1,1331236
1367,19,"[135207561, 202283523, 71378568, 135180365, 2241130, 71448529]","[16.04982437853241, 16.04982437853241, 16, 16, 16, 16]","[16.02645816321678, 16.02645816321678, 16, 16, 16, 16]","[-0.025010142003465623, -0.025010142003465623, 0, 0, 0, 0]","[0.7630156338081, 0.7630156338081, 0, 0, 0, 0]",6,1,1331236
1367,22,"[135207561, 204325003, 71378568, 135153436, 10675746, 79758612]","[16.04982437853241, 16.04982437853241, 16, 16, 16, 16]","[16.02645816321678, 16.02645816321678, 16, 16, 16, 16]","[-0.025010142003465623, -0.025010142003465623, 0, 0, 0, 0]","[0.7630156338081, 0.7630156338081, 0, 0, 0, 0]",6,1,1331236
1367,24,"[135211122, 204380917, 71493566, 135207561, 2250380, 71448529]","[16.04982437853241, 16.04982437853241, 16, 16, 16, 16]","[16.02645816321678, 16.02645816321678, 16, 16, 16, 16]","[-0.025010142003465623, -0.025010142003465623, 0, 0, 0, 0]","[0.7630156338081, 0.7630156338081, 0, 0, 0, 0]",6,1,1331236
1367,26,"[135211122, 204383716, 71493566, 135180365, 10554211, 81978807]","[16.04982437853241, 16.04982437853241, 16, 16, 16, 16]","[16.02645816321678, 16.02645816321678, 16, 16, 16, 16]","[-0.025010142003465623, -0.025010142003465623, 0, 0, 0, 0]","[0.7630156338081, 0.7630156338081, 0, 0, 0, 0]",6,1,1331236
1367,27,"[135211122, 204356033, 71448529, 135180365, 2250380, 71493566]","[16.04982437853241, 16.04982437853241, 16, 16, 16, 16]","[16.02645816321678, 16.02645816321678, 16, 16, 16, 16]","[-0.025010142003465623, -0.025010142003465623, 0, 0, 0, 0]","[0.7630156338081, 0.7630156338081, 0, 0, 0, 0]",6,1,1331236
1367,28,"[135211122, 204325003, 71457772, 135180365, 2250380, 71378568]","[16.04982437853241, 16.04982437853241, 16, 16, 16, 16]","[16.02645816321678, 16.02645816321678, 16, 16, 16, 16]","[-0.025010142003465623, -0.025010142003465623, 0, 0, 0, 0]","[0.7630156338081, 0.7630156338081, 0, 0, 0, 0]",6,1,1331236
1370,0,"[4390228, 73484729, 73484729, 137115673, 137115673, 206249857]","[19.050759081084763, 19.050759081084763, 19, 19, 19, 19]","[13.728101415787345, 13.728101415787345, 13, 13, 13, 13]","[-0.41922234942867137, -0.41922234942867137, 0, 0, 0, 0]","[0.8237094604922244, 0.8237094604922244, 0, 0, 0, 0]",6,1,1321454
1370,1,"[73484729, 422500175, 137115673, 491717892]","[19.050759081084763, 19.050759081084763, 19, 19]","[13.728101415787345, 13.728101415787345, 13, 13]","[-0.41922234942867137, -0.41922234942867137, 0, 0]","[0.8237094604922244, 0.8237094604922244, 0, 0]",4,1,1321454
1372,11,"[156048870, 202061981, 67481409, 183232851]","[18.489033571615927, 18.489033571615927, 18, 18]","[17.964562209486, 17.964562209486, 17, 17]","[-0.12729847286114804, -0.12729847286114804, 0, 0]","[0.6503507807577349, 0.6503507807577349, 0, 0]",4,1,1317548
1372,12,"[156048870, 259043501, 67481409, 181490457]","[18.489033571615927, 18.489033571615927, 18, 18]","[17.964562209486, 17.964562209486, 17, 17]","[-0.12729847286114804, -0.12729847286114804, 0, 0]","[0.6503507807577349, 0.6503507807577349, 0, 0]",4,1,1317548
1373,0,"[145869716, 215069162, 8594623, 77919696]","[28.175610089325456, 28.175610089325456, 28, 28]","[24.303756315516708, 24.303756315516708, 24, 24]","[0.29847921110255926, 0.29847921110255926, 0, 0]","[1.6982937761588592, 1.6982937761588592, 1, 1]",4,1,1337438
1374,0,"[12826173, 67326831, 67326831, 172892069, 164696226, 240170875]","[6.867193630900161, 6.867193630900161, 6, 6, 6, 6]","[6.866454338039253, 6.866454338039253, 6, 6, 6, 6]","[0.012988127155063834, 0.012988127155063834, 0, 0, 0, 0]","[-1.261470397024035, -1.261470397024035, -1, -1, -1, -1]",6,1,1338347
1375,4,"[15117297, 84310586, 84310586, 169116548, 169116548, 244625136]","[10.46116852926042, 10.46116852926042, 10, 10, 10, 10]","[8.648758429892293, 8.648758429892293, 8, 8, 8, 8]","[0.33564109533090086, 0.33564109533090086, 0, 0, 0, 0]","[-0.639999307061327, -0.639999307061327, 0, 0, 0, 0]",6,1,1316573
1376,0,"[150295348, 219461665, 72753, 69276127]","[26.25537389120525, 26.25537389120525, 26, 26]","[25.956471612791123, 25.956471612791123, 25, 25]","[0.08846692558924812, 0.08846692558924812, 0, 0]","[0.3621283619890878, 0.3621283619890878, 0, 0]",4,1,1333315
1376,1,"[150295348, 255214305, 69276127, 179223226]","[26.25537389120525, 26.25537389120525, 26, 26]","[25.956471612791123, 25.956471612791123, 25, 25]","[0.08846692558924812, 0.08846692558924812, 0, 0]","[0.3621283619890878, 0.3621283619890878, 0, 0]",4,1,1333315
1379,4,"[141622836, 479731792, 73786475, 155796355]","[23.966570683603624, 23.966570683603624, 23, 23]","[22.752396062668474, 22.752396062668474, 22, 22]","[-0.17208478688061932, -0.17208478688061932, 0, 0]","[1.337645493308419, 1.337645493308419, 1, 1]",4,1,1329214
1379,7,"[145259975, 214440249, 73786475, 145259975]","[23.966570683603624, 23.966570683603624, 23, 23]","[22.752396062668474, 22.752396062668474, 22, 22]","[-0.17208478688061932, -0.17208478688061932, 0, 0]","[1.337645493308419, 1.337645493308419, 1, 1]",4,1,1329214
1380,0,"[137792213, 204863674, 14966907, 86267577]","[27.30971621576771, 27.30971621576771, 27, 27]","[27.11982114809757, 27.11982114809757, 27, 27]","[0.07017725822120793, 0.07017725822120793, 0, 0]","[-0.5409258569540503, -0.5409258569540503, 0, 0]",4,1,1329197
1380,1,"[137792213, 257387647, 86267577, 166815014]","[27.30971621576771, 27.30971621576771, 27, 27]","[27.11982114809757, 27.11982114809757, 27, 27]","[0.07017725822120793, 0.07017725822120793, 0, 0]","[-0.5409258569540503, -0.5409258569540503, 0, 0]",4,1,1329197
1381,0,"[8751685, 77949998, 77949998, 150128161, 150128161, 221413290]","[28.65770367134391, 28.65770367134391, 28, 28, 28, 28]","[27.06633515342821, 27.06633515342821, 27, 27, 27, 27]","[0.1901940711372715, 0.1901940711372715, 0, 0, 0, 0]","[-1.632875614882324, -1.632875614882324, -1, -1, -1, -1]",6,1,1319107
1383,58,"[86291748, 145373385, 148237806, 217232627]","[24.048287444987167, 24.048287444987167, 24, 24]","[23.215862555112004, 23.215862555112004, 23, 23]","[0.1509298731412933, 0.1509298731412933, 0, 0]","[0.00788746284536259, 0.00788746284536259, 0, 0]",4,1,1259867
1383,81,"[174621872, 247999531, 67439333, 175522854]","[24.048287444987167, 24.048287444987167, 24, 24]","[23.215862555112004, 23.215862555112004, 23, 23]","[0.1509298731412933, 0.1509298731412933, 0, 0]","[0.00788746284536259, 0.00788746284536259, 0, 0]",4,1,1259867
1387,0,"[145924197, 215135536, 6618200, 75806569]","[19.889736788788305, 19.889736788788305, 19, 19]","[15.08246368874057, 15.08246368874057, 15, 15]","[0.39793146845323113, 0.39793146845323113, 0, 0]","[1.5496177864747165, 1.5496177864747165, 1, 1]",4,1,1294197
1389,0,"[77660890, 439274932, 151761786, 222972013, 6463522, 77660890]","[18.839942381320398, 18.839942381320398, 18, 18, 18, 18]","[13.564899012422483, 13.564899012422483, 13, 13, 13, 13]","[-0.4197010670783326, -0.4197010670783326, 0, 0, 0, 0]","[-1.5167691236861842, -1.5167691236861842, -1, -1, -1, -1]",6,1,1317313
1390,3,"[145981192, 772466797, 75882482, 148078071]","[16.408697769485734, 16.408697769485734, 16, 16]","[13.114455549522939, 13.114455549522939, 13, 13]","[0.3617835232029772, 0.3617835232029772, 0, 0]","[1.5015737538695435, 1.5015737538695435, 1, 1]",4,1,1353644
1390,4,"[148078071, 217292905, 75882482, 145981192]","[16.408697769485734, 16.408697769485734, 16, 16]","[13.114455549522939, 13.114455549522939, 13, 13]","[0.3617835232029772, 0.3617835232029772, 0, 0]","[1.5015737538695435, 1.5015737538695435, 1, 1]",4,1,1353644
1391,11,"[342662, 67538479, 67436840, 177400195, 143592102, 210670956]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1391,16,"[401995, 67510827, 67436840, 177427615, 143821280, 210898818]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1391,34,"[6462473, 67294361, 67510827, 177427615, 143841742, 210939673]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1391,36,"[6624840, 75829594, 67510827, 177400195, 143841742, 210670956]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1391,38,"[6624840, 75932347, 67510827, 177373299, 143843524, 210918742]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1391,39,"[6624840, 75928228, 67538479, 177405089, 143843524, 210918754]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1391,43,"[6695293, 75902087, 67541525, 177405089, 143865482, 210939673]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1391,44,"[6695293, 75928228, 67541525, 177400195, 143865482, 210918742]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1391,46,"[6695293, 75955363, 67541525, 177427615, 143865482, 210897728]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1391,95,"[177373299, 250696492, 67538479, 177400195, 432433, 67436840]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1391,104,"[177400195, 252891378, 67538479, 177326277, 430155, 67436840]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1391,105,"[177400195, 250793985, 67538479, 177340774, 387168, 67453025]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1391,115,"[177405089, 252799856, 67541525, 177326277, 342662, 67510827]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1391,116,"[177427615, 252891378, 67494468, 177373299, 430155, 67453025]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1391,120,"[177427615, 252864200, 67436840, 177373299, 6514224, 75718210]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1392,0,"[272235, 75803070, 67218070, 141376449, 139479383, 206540510]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1392,1,"[6592152, 75803070, 67218070, 143470575, 139479383, 210553306]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1392,2,"[6592152, 67374398, 67218070, 141373445, 139479383, 208448503]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1392,7,"[67374398, 143470575, 139723169, 206540510, 113339, 67218070]","[14.992176861129547, 14.992176861129547, 14, 14, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0, 0, 0]",6,1,1312761
1392,12,"[75803070, 141373445, 141373445, 208448503]","[14.992176861129547, 14.992176861129547, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0]",4,1,1312761
1392,14,"[75803070, 176984176, 141376449, 210553306]","[14.992176861129547, 14.992176861129547, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0]",4,1,1312761
1392,15,"[75803070, 177649869, 141376449, 208448503]","[14.992176861129547, 14.992176861129547, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0]",4,1,1312761
1392,16,"[75803070, 179202282, 141376449, 206351115]","[14.992176861129547, 14.992176861129547, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0]",4,1,1312761
1392,35,"[176984176, 252452152, 67218070, 176984176]","[14.992176861129547, 14.992176861129547, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0]",4,1,1312761
1392,37,"[176984176, 206351115, 67374398, 176984176]","[14.992176861129547, 14.992176861129547, 14, 14]","[14.700925423479084, 14.700925423479084, 14, 14]","[0.11415667967965099, 0.11415667967965099, 0, 0]","[0.10554589552477445, 0.10554589552477445, 0, 0]",4,1,1312761
1393,2,"[77819011, 170714423, 152018435, 244092623]","[13.148381747796945, 13.148381747796945, 13, 13]","[12.974785098077053, 12.974785098077053, 12, 12]","[-0.08519132240918284, -0.08519132240918284, 0, 0]","[-1.4146936984791825, -1.4146936984791825, -1, -1]",4,1,1310371
1396,0,"[2258658, 77756082, 69366958, 147481949, 147481949, 216660838]","[26.89770225188352, 26.89770225188352, 26, 26, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0, 0, 0]",6,1,1358464
1396,1,"[2278637, 77756082, 69366958, 147797078, 147797078, 216973402]","[26.89770225188352, 26.89770225188352, 26, 26, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0, 0, 0]",6,1,1358464
1396,2,"[2362845, 77985205, 69389495, 147481949, 147903266, 217074204]","[26.89770225188352, 26.89770225188352, 26, 26, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0, 0, 0]",6,1,1358464
1396,3,"[2362845, 77932965, 69472167, 147953500, 147903266, 217127521]","[26.89770225188352, 26.89770225188352, 26, 26, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0, 0, 0]",6,1,1358464
1396,4,"[2434791, 77932965, 69543601, 147999283, 147903266, 216973402]","[26.89770225188352, 26.89770225188352, 26, 26, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0, 0, 0]",6,1,1358464
1396,5,"[2434791, 77985205, 77756082, 179247570, 147953500, 217127521]","[26.89770225188352, 26.89770225188352, 26, 26, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0, 0, 0]",6,1,1358464
1396,6,"[8552139, 69366958, 77897374, 179371184, 147953500, 217172013]","[26.89770225188352, 26.89770225188352, 26, 26, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0, 0, 0]",6,1,1358464
1396,7,"[8552139, 69389495, 77932965, 147999283, 147953500, 217074204]","[26.89770225188352, 26.89770225188352, 26, 26, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0, 0, 0]",6,1,1358464
1396,8,"[8690877, 77897374, 77932965, 147953500, 147953500, 216973402]","[26.89770225188352, 26.89770225188352, 26, 26, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0, 0, 0]",6,1,1358464
1396,9,"[8690877, 69505446, 77932965, 179459265, 147953500, 216660838]","[26.89770225188352, 26.89770225188352, 26, 26, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0, 0, 0]",6,1,1358464
1396,10,"[8726721, 77932965, 77985205, 179395002, 147999283, 217172013]","[26.89770225188352, 26.89770225188352, 26, 26, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0, 0, 0]",6,1,1358464
1396,11,"[8726721, 77985205, 147999283, 217127521]","[26.89770225188352, 26.89770225188352, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0]",4,1,1358464
1396,12,"[8726721, 69543601, 147999283, 217074204]","[26.89770225188352, 26.89770225188352, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0]",4,1,1358464
1396,13,"[8726721, 69472167, 147999283, 216973402]","[26.89770225188352, 26.89770225188352, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0]",4,1,1358464
1396,14,"[8779982, 77985205, 147999283, 252826656]","[26.89770225188352, 26.89770225188352, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0]",4,1,1358464
1396,15,"[8779982, 77897374, 147999283, 216660838]","[26.89770225188352, 26.89770225188352, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0]",4,1,1358464
1396,16,"[8779982, 77932965, 179206345, 252569125]","[26.89770225188352, 26.89770225188352, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0]",4,1,1358464
1396,17,"[8779982, 69472167, 179247570, 252616758]","[26.89770225188352, 26.89770225188352, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0]",4,1,1358464
1396,18,"[8779982, 69505446, 179247570, 252569125]","[26.89770225188352, 26.89770225188352, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0]",4,1,1358464
1396,19,"[8779982, 69543601, 179395002, 252760343]","[26.89770225188352, 26.89770225188352, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0]",4,1,1358464
1396,20,"[179395002, 217127521, 2434791, 69543601]","[26.89770225188352, 26.89770225188352, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0]",4,1,1358464
1396,21,"[179459265, 252826656, 8726721, 77897374]","[26.89770225188352, 26.89770225188352, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0]",4,1,1358464
1396,22,"[179459265, 217172013, 77932965, 147903266, 2278637, 69389495]","[26.89770225188352, 26.89770225188352, 26, 26, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0, 0, 0]",6,1,1358464
1396,23,"[179206345, 252616758, 69366958, 179247570, 2258658, 69389495]","[26.89770225188352, 26.89770225188352, 26, 26, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0, 0, 0]",6,1,1358464
1396,24,"[69505446, 147903266, 179395002, 252739340, 2258658, 69366958]","[26.89770225188352, 26.89770225188352, 26, 26, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0, 0, 0]",6,1,1358464
1396,25,"[147903266, 216660838, 2397148, 77897374]","[26.89770225188352, 26.89770225188352, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0]",4,1,1358464
1396,26,"[179371184, 252739340, 2397148, 77985205]","[26.89770225188352, 26.89770225188352, 26, 26]","[26.876814290777755, 26.876814290777755, 26, 26]","[0.026679582298253575, 0.026679582298253575, 0, 0]","[0.30286720964950353, 0.30286720964950353, 0, 0]",4,1,1358464
