tid_array,traj_p,traj_pt,traj_lambda,traj_phi,num_hits_x,hit_IDs,num_hits_y
4218623,[11.10728635],[11.10691253],[0.00032185],[0.75898427],43,"[2163968, 149741190, 206480779, 137264269, 221169198, 73510582, 10630070, 151979579, 139305151, 71452998, 137302087, 206439369, 71458121, 4343499, 208439883, 4302413, 139270482, 71466066, 139398357, 4351446, 4358104, 137307992, 206475867, 151930205, 221108069, 79854694, 208474600, 71370348, 208568812, 79835501]",30
4218645,[23.67096536],[23.16942414],[0.11901325],[-1.59387995],6,"[8847202, 78048835, 152237797, 221419114]",4
4219471,[15.85465079],[14.01463616],[-0.26448001],[1.53328322],4,[],0
4219484,[27.49913465],[27.10421067],[0.09878653],[0.89811553],4,[],0
4219888,[26.1129873],[26.05694993],[0.04113335],[0.7972135],9,[],0
4219939,[2.90275892],[2.72378434],[0.20040094],[1.28442155],6,[],0
4220168,[21.62907519],[19.56677732],[0.24855122],[-0.99638436],6,[],0
4220664,[13.1741951],[13.151868],[0.03709742],[-0.11142228],19,"[236306496, 167111080, 238136684, 6560109, 237966380, 86123824, 147921425, 152583728, 219187798, 166858870, 75768666, 166690876, 86361181]",13
4220787,[28.84378847],[27.98086639],[0.14060107],[0.45174727],6,[],0
4220867,[3.48164651],[3.40468639],[-0.11180716],[0.70058195],30,[],0
4221106,[7.50849867],[6.66361177],[-0.26031543],[0.3531324],6,[],0
4221531,[18.06626138],[13.07786392],[0.42633036],[-1.08104452],4,[],0
4221708,[13.8042636],[13.78874443],[-0.02138805],[-1.11562276],13,"[158142208, 248345378, 231504003, 122404, 79833380, 10625931, 160239600, 174974233, 69326812]",9
4222767,[6.77245722],[6.75322177],[-0.03687612],[-1.34436739],20,"[12818304, 14898341, 236009831, 168887711, 80044041, 160559626, 236009834, 86252170, 84223085, 238088013, 86192767, 82034225, 86053266, 12744723, 168660183, 162452059, 84022141, 10836095]",18
4222915,[17.82676733],[16.37341967],[-0.22020662],[0.38129493],6,[],0
4222938,[20.86927905],[17.63938438],[0.31694945],[-1.29845927],7,[],0
4222978,[22.34413402],[21.97547079],[-0.09582794],[1.52699131],4,[],0
4222993,[16.35524227],[16.05799491],[-0.10083489],[-1.52255614],6,[],0
4224419,[7.90850996],[7.0037645],[-0.26255771],[-1.62312094],4,"[8547220, 141374597, 77766575]",3
4224553,[10.64113609],[8.26995522],[-0.37194554],[0.54310669],4,[],0
4225157,[13.17885269],[12.99004786],[0.09868086],[-1.53503435],7,[],0
4225244,[20.81316743],[19.50379988],[-0.19252876],[0.73923921],17,"[71498656, 527986754, 134801028, 2390246, 143334919, 77992358, 258965544, 224919146, 145433327, 69505653, 155731893, 210374231, 206114009, 183514746, 452516573, 490256446]",16
4225857,[28.89659087],[19.38432124],[-0.45759974],[0.34476028],4,[],0
4225870,[23.85849165],[23.84303292],[-0.01506351],[-1.12388553],14,[],0
4225978,[16.1929791],[12.308617],[0.39639769],[0.90592647],6,[],0
4227043,[26.78640462],[22.18030826],[-0.32458922],[0.58377197],6,[],0
4227838,[21.46935224],[16.8170831],[0.37619558],[-1.32488978],7,[],0
4227947,[14.91031015],[12.8676692],[0.29803866],[-0.84044772],7,[],0
4228936,[4.35821081],[4.27264999],[0.11477795],[0.07738502],16,[],0
4229090,[26.54471526],[24.86642932],[-0.19302152],[-0.43878505],5,[],0
4229175,[29.18802417],[27.20530046],[0.21005985],[1.33048313],8,[],0
4229204,[21.01051804],[16.21984098],[0.38616393],[0.65639431],4,[],0
4229267,[28.25436944],[22.51536035],[-0.35419857],[-1.26880866],5,[],0
4229296,[27.63767932],[14.84914809],[0.56037982],[1.4664045],5,[],0
4230076,[17.44467391],[16.54153376],[-0.17403738],[-0.63099635],6,[],0
4230137,[24.26272488],[21.05236431],[-0.28312471],[0.1074735],11,[],0
4230729,[7.0741269],[5.16605022],[0.42126903],[-1.54182675],10,[],0
4230730,[25.04943043],[24.75111806],[-0.08064785],[-0.79190284],10,[],0
4230731,[26.36168114],[26.34357401],[-0.01565342],[0.84029773],10,"[71374697, 204241053, 4265189, 135070478]",4
4230893,[17.55133254],[17.06451374],[-0.12581718],[1.09430304],7,[],0
4230913,[26.35037168],[14.01507315],[-0.55419535],[-0.87577305],4,[],0
4230939,[27.61566256],[27.57405231],[-0.02552616],[-0.6474076],18,"[73562529, 135019816, 81968938, 202291498, 162437648, 135212053, 202098236, 4358205]",8
4232381,[25.09973403],[16.86701828],[0.46644987],[0.33846594],4,[],0
4233202,[16.93696426],[10.89675729],[-0.47778772],[-1.38824654],4,[],0
4234663,[13.15853779],[7.42051296],[-0.53303388],[0.08132374],7,[],0
4234850,[23.44806605],[23.37206959],[-0.03971417],[-1.50834379],7,[],0
4235051,[23.43375976],[21.69356741],[-0.20980179],[0.02975382],4,[],0
4235492,[20.79705368],[11.51400658],[-0.53986611],[-0.24989986],6,[],0
4235763,[14.88780634],[13.17752403],[-0.26308582],[0.6659121],6,[],0
4235853,[27.62160455],[27.61988192],[-0.00131821],[-0.43975627],4,[],0
4235868,[24.9987203],[19.47452217],[0.37998924],[1.25829086],4,[],0
4236054,[8.43354128],[7.05037123],[-0.31672326],[0.54029733],4,[],0
4236480,[4.58988917],[4.52902676],[0.09514538],[0.7563292],37,[],0
4236645,[24.40027786],[24.25342458],[-0.05589656],[-0.70108686],33,"[4358272, 202262401, 259564547, 166556690, 183297559, 84172699, 84035617, 242580136, 237759531, 258766130, 242151604, 135308862, 168779969, 73709763, 135189326, 202146001, 169201619, 240190038, 202591193, 4501082, 73566429, 14831328, 166487272, 166815338, 12872042, 202941936, 202381425, 135523197]",28
4236778,[28.500027],[13.03500689],[0.61140028],[0.10019662],11,[],0
4237005,[4.99037257],[2.29196109],[0.61048289],[1.31291253],4,[],0
4237784,[25.52224915],[16.201461],[-0.48393339],[0.45688668],4,[],0
4237803,[25.30435326],[16.70767181],[0.47515644],[-0.00772571],5,[],0
4238401,[14.96902142],[12.21956217],[-0.33601297],[-0.54060762],4,[],0
4238629,[14.85617888],[14.81863785],[-0.03449818],[1.43596085],10,[],0
4238656,[16.49660533],[12.99770185],[0.37209753],[-0.32422919],6,[],0
4238663,[26.26003652],[24.51809533],[0.2076107],[-0.8700795],7,[],0
4239400,[24.85553102],[24.79983044],[-0.03220058],[1.71909013],15,"[168755270, 14855750, 75889672, 242125734, 77784791, 6682128, 241866393, 86157398, 219014104, 147746360, 147939702, 168494396]",12
4239559,[19.03731122],[19.03026337],[-0.01019915],[1.74180978],31,"[166526464, 15036864, 239894692, 168659496, 147779752, 216959272, 75683179, 216835626, 168623594, 148050063, 84247057, 75688980, 75949149, 165021142, 86056155, 147667549, 242028957, 14750879]",18
4240059,[18.40543961],[16.20448319],[-0.26861985],[-0.07164117],6,[],0
4240241,[20.80183798],[20.13639994],[-0.13552514],[0.95559802],9,"[71413010, 479597283, 137185604]",3
4241034,[27.47969214],[24.34309477],[0.27191646],[-1.70756056],6,"[219411832, 78012138, 150216932, 6717455]",4
4241198,[17.99781039],[17.40723709],[-0.13733475],[1.06262991],6,[],0
4241342,[16.30729986],[15.09255266],[-0.21014947],[-0.77887983],9,[],0
4241348,[15.21379687],[8.85873071],[-0.52062169],[1.36980277],7,[],0
4241728,[19.96896426],[16.16519639],[-0.34246932],[-0.57568303],6,[],0
4241946,[24.34767832],[22.02173272],[0.24878451],[0.54046267],11,[],0
4241961,[18.51480321],[18.37727518],[0.07237505],[0.3281473],17,"[135626341, 69384901, 217147724, 211144206, 8728721, 77937268, 146041462, 181017, 71752382]",9
4242054,[22.76150343],[22.75996411],[-0.00157391],[0.56763255],28,"[256743554, 151936132, 181280135, 181453710, 79977118, 221302056, 181554481, 69544755, 221006645, 220901310, 10772695, 151726555, 152127071, 151832418, 69505140, 75787765, 256643195, 181181052, 69292157]",19
4244077,[27.03561593],[17.64821861],[0.48065135],[-0.99144727],5,[],0
4244092,[21.877111],[21.54652915],[-0.09148708],[1.43016485],6,[],0
4244157,[12.45315868],[12.44878777],[-0.00980382],[-1.26286199],57,"[67207170, 240195590, 172923910, 10716168, 67180553, 172931210, 10613387, 67250446, 158163731, 8568852, 79878935, 162375575, 67300124, 67293212, 79822624, 102186, 246204203, 79872684, 71725, 246270508, 174933167, 231608749, 10558129, 136499, 246298678, 246278710, 156152632, 235754811, 191037, 10674880, 244178881, 185412, 173161412, 158243652, 242296775, 158246600, 174996679, 246291024, 79764049, 67536209, 229519831, 175029719, 175007450, 164679392, 79880552, 231531114, 229517162, 240179178, 69304817, 231600882, 175021297, 82015861, 12814072, 69277945, 158231933, 10673023]",56
4244775,[3.58509006],[3.00618689],[0.32401415],[0.24028713],6,[],0
4244893,[16.79625135],[16.6845141],[0.06875051],[-1.17512877],11,"[177536832, 169339169, 80071235, 250897188, 229985423]",5
4244908,[16.58458707],[15.49403451],[0.20672759],[1.03843822],4,[],0
4245038,[24.60815463],[23.6166194],[-0.15280334],[-0.59597229],4,[],0
4245042,[16.81457491],[8.73795191],[-0.56217273],[1.52110668],4,[],0
4245102,[23.55156205],[23.34371143],[0.07845814],[-0.77242713],8,[],0
4245490,[16.42351344],[14.03874107],[-0.2971811],[0.01116175],6,[],0
4245492,[21.28423557],[17.79758782],[0.32619676],[-0.96061026],7,[],0
4245636,[23.86475714],[23.86280693],[-0.00221285],[-0.39416401],26,"[170668752, 242276689, 168913195, 86135135]",4
4245655,[26.46086586],[12.63962589],[-0.58896233],[-0.3389578],4,[],0
4247486,[20.53041825],[20.51523545],[-0.01642595],[-0.87768671],26,"[162377929, 258708354, 183292293, 81968759]",4
4247547,[15.65051138],[15.64977992],[-0.00048825],[0.29664835],5,[],0
4248719,[27.00112824],[24.4565076],[-0.23737614],[0.39980042],6,[],0
4248853,[18.36499259],[15.31807743],[-0.31858394],[1.6756332],6,[],0
4248860,[9.75069464],[8.38759041],[-0.29139157],[-1.49106821],6,[],0
4248874,[26.881803],[19.46538455],[-0.41640129],[0.09277082],5,"[67396977, 250483101, 268685, 175057455]",4
4248897,[18.74412873],[18.20009654],[0.13855607],[-1.08311703],6,"[77864774, 8669161, 156374545, 255281778, 181926297, 229755551]",6
4249405,[29.13865994],[21.92476586],[0.40287825],[-1.31132468],5,[],0
4249620,[20.47300723],[19.87414337],[-0.12935203],[-1.3897052],7,[],0
4249644,[28.00375319],[25.80421643],[-0.21598468],[1.20595353],6,"[73665697, 4583014, 139498536, 502525097, 431236522]",5
4250468,[20.15845038],[18.45402568],[0.23412792],[-0.62473044],7,"[84216793, 164849786, 238238387, 12924055]",4
4250618,[28.10041995],[27.71895834],[0.09617269],[-0.51382931],9,[],0
4250643,[25.32707585],[7.93364678],[-0.68826826],[1.41504397],4,[],0
4250745,[27.96603263],[25.66091713],[0.23117833],[0.79447732],14,"[10632838, 204515591, 69433449, 145929226, 79846251, 212972686, 148027630, 216883158, 183196696, 2330843, 135319133, 135319134]",12
4251708,[19.02793494],[7.85268355],[0.63890046],[-1.17384038],4,[],0
4252575,[18.71974065],[18.48882037],[0.0918998],[-0.18993369],4,[],0
4252599,[23.12906726],[7.9181315],[0.6809526],[0.28724553],6,[],0
4253095,[26.7497266],[26.68607789],[-0.03332848],[-0.57029473],27,[],0
4253096,[22.41680979],[22.17110252],[0.08689529],[0.98525914],36,[],0
4253097,[9.31989926],[9.20389376],[-0.08257681],[1.66658875],18,"[77874112, 150000998, 162471972, 233751134]",4
4253301,[29.02670598],[28.98531082],[-0.02470127],[0.55341836],18,[],0
4254434,[27.78795581],[26.7951173],[-0.14354689],[-0.52276645],6,[],0
4255238,[19.5356455],[18.45133157],[0.19015796],[-0.25061554],5,[],0
4255257,[15.2329669],[14.87757667],[0.12467351],[-0.87108756],8,[],0
4255352,[28.79246114],[23.91945568],[-0.32190132],[1.36412578],6,"[212761704, 430589229, 143615567, 6586447, 75806071]",5
4256106,[16.81117373],[15.16144625],[0.25215134],[-1.32534094],26,"[82022793, 156485016, 156433184, 156595104, 763825060, 233868584, 10852521, 227615026, 164918207, 165073734, 80048465, 158277841, 164494042, 236195038, 164688350, 227747433, 229819630, 84107503, 156356727]",19
4256169,[18.69568455],[14.25945556],[-0.38444766],[0.8341098],6,[],0
4256255,[21.73652663],[19.26218773],[0.27155374],[1.55598596],6,[],0
4257149,[22.0243133],[5.54606037],[-0.72373897],[1.17799681],4,[],0
4257158,[17.10001198],[15.26358518],[-0.25403576],[1.57539485],6,[],0
4258412,[26.93654018],[18.07856205],[-0.45735122],[0.65120924],4,[],0
4258443,[28.82392054],[19.82377845],[-0.44482353],[-0.88558812],4,[],0
4259050,[16.57684484],[15.03230542],[0.2457204],[1.08188564],4,[],0
4259727,[22.81807264],[10.56941624],[-0.59804849],[1.01149307],4,[],0
4260694,[24.76312573],[9.19046792],[0.66388707],[-0.90517881],7,[],0
4261432,[18.27582163],[17.35920681],[-0.17119576],[0.59279172],7,[],0
4261614,[29.14710446],[24.5533152],[-0.31013988],[0.51893942],6,[],0
4261617,[27.93898641],[27.8032993],[0.0594385],[0.04445527],4,[],0
4262175,[14.81239149],[11.24672644],[-0.38739303],[-0.90201297],7,[],0
4262323,[7.72451051],[5.14293802],[-0.46145128],[-0.63224968],4,[],0
4262398,[18.12419076],[14.75087226],[-0.33834007],[-0.79220475],6,[],0
4263914,[21.7110315],[18.61678251],[0.30402109],[0.74393469],6,[],0
4264028,[27.75332137],[24.46662951],[-0.26725418],[-0.70407139],6,[],0
4264666,[17.0380254],[9.49856356],[-0.53731443],[1.03650277],28,[],0
4264673,[24.05332077],[19.29286826],[-0.3494059],[-0.21592836],7,[],0
4264703,[19.39967651],[8.82874772],[0.61283981],[-0.21889447],6,[],0
4264716,[21.60905008],[21.45544496],[-0.06117604],[-1.18743066],5,[],0
4265418,[17.13620737],[14.17794044],[0.33500095],[-0.25513113],6,[],0
4265554,[18.70367925],[16.9377461],[-0.23761457],[-1.30353853],6,[],0
4265627,[11.53602394],[1.79249879],[0.78811151],[1.01918239],5,[],0
4266247,[23.58526801],[23.39990279],[-0.06458071],[-0.67290527],7,"[82075018, 135006627, 202091764, 10768703]",4
4266485,[12.08438558],[12.07146956],[-0.02073345],[-0.32349625],15,"[6545570, 258511618, 14836195, 137372520, 86144748, 170802797, 201887981, 244390457, 86351856, 73648145, 171029684, 134780281, 204454842, 15047131, 246237885]",15
4267557,[21.00635952],[17.88987496],[0.31024644],[1.08200112],6,[],0
4267633,[22.2291752],[17.62772087],[0.36747611],[-1.44467305],6,[],0
4268334,[20.29942967],[18.90134256],[-0.20177733],[1.07206563],7,[],0
4268408,[12.1317073],[8.56142755],[0.44075008],[0.19587744],5,[],0
4268926,[9.31958684],[8.86904655],[-0.1679834],[0.85191232],8,"[149780517, 71592135, 137369871, 149627057, 2377074, 141267162, 208613244, 216889119]",8
4269522,[23.14798739],[12.74246256],[-0.54195576],[0.89001735],6,[],0
4270101,[28.29911652],[28.25297044],[-0.02675113],[-0.23321903],18,[],0
4271153,[27.56089536],[24.93148862],[-0.23888933],[1.4968906],6,[],0
4271202,[22.09539803],[21.36210962],[-0.13814321],[1.49126064],6,[],0
4271273,[23.80889918],[17.36139859],[-0.41230701],[1.08216891],4,[],0
4272260,[28.53526953],[24.4552662],[-0.2947814],[-1.43956458],4,[],0
4272327,[18.46314507],[17.51576413],[0.18296052],[-0.29715942],6,[],0
4272373,[23.08273716],[22.99764011],[0.05240898],[-1.35740541],4,[],0
4272903,[22.76647072],[21.36786804],[-0.19016971],[-1.41476128],8,[],0
4273025,[17.48101775],[14.84815255],[-0.3028983],[1.39054436],4,[],0
4273151,[23.65477329],[22.26088424],[-0.18610838],[-1.23061337],4,[],0
4274217,[15.40267788],[15.39841367],[0.01788982],[-0.57049685],41,"[73549187, 73544588, 71443086, 164564751, 71439375, 237929751, 71442969, 71441947, 71435421, 12736928, 71490338, 4339239, 258854443, 258787628, 73583795, 202295475, 83985076, 12732855, 135152312, 4342589, 239951807, 166586303, 135087039, 71446335, 2183751, 4367433, 71453271, 84039895, 73488347, 4341468, 135219550, 166669282, 4345063, 240037352, 84037099, 4283756, 71494260, 71387512, 73539065, 12680315, 71454589]",41
4275087,[26.15720988],[22.13042667],[-0.30636146],[0.76134834],6,[],0
4275106,[21.91810635],[21.8515529],[0.04801128],[-1.01931478],10,[],0
4275751,[27.29933623],[12.57659428],[-0.59960421],[-0.44934047],4,[],0
4275892,[26.60717019],[25.37661772],[0.17386621],[-0.21696315],6,[],0
4275900,[24.86169782],[23.84599204],[-0.15390508],[-1.66015431],10,[],0
4276817,[24.03418203],[20.5794876],[0.30532901],[-1.29460042],7,[],0
4276830,[17.06455095],[14.07257484],[0.33765317],[0.79848904],5,[],0
4276869,[27.46414987],[16.71181926],[0.51224667],[-1.0707857],4,[],0
4276955,[29.07896237],[17.57329256],[-0.50541638],[0.68645321],4,[],0
4278021,[21.72867287],[21.63551153],[0.05614035],[-1.3473639],13,"[77944355, 173292175, 223575953, 152352018, 225563100, 175362175]",6
4278076,[26.71713994],[24.31752049],[0.24125744],[-0.57096854],12,[],0
4278653,[10.697386],[10.55130219],[-0.08673105],[0.71135481],6,[],0
4278772,[23.26606941],[16.6007145],[0.43457064],[-1.24410106],6,[],0
4278811,[24.0010895],[23.17309656],[0.15068227],[-0.94691351],8,[],0
4279589,[20.64759891],[15.95685119],[-0.37571212],[-0.83164402],7,"[84030567, 235701096, 447666474, 14939883, 164465119]",5
4279746,[10.74305333],[10.7300029],[0.03215383],[0.68492701],40,"[71647639, 152205216, 80024673, 221379811, 71653733, 2436139, 2441517, 71386993, 152195186, 219201107, 137224343]",11
