frame_array,tid_array,traj_p,traj_pt,traj_lambda,traj_phi,num_hits_x,batch,track_id,hit_IDs,tid,traj_ps,traj_pts,traj_lambdas,traj_phis,num_hits_y,correct_track
3936,3482946,[22.4198212],[20.53666901],[-0.22363108],[0.08803581],5,,,,,,,,,,
3936,3524149,[24.70095896],[8.50150361],[-0.67014045],[1.35074734],8,,,,,,,,,,
3937,3536157,[13.29453859],[5.74139939],[0.62723203],[0.19188473],4,,,,,,,,,,
3937,3528644,[22.36925187],[22.23186635],[-0.05651651],[-1.08423789],5,,,,,,,,,,
3938,3536755,[22.07279147],[22.0561365],[-0.01664092],[0.48058596],51,,,,,,,,,,
3939,3537354,[19.75108616],[19.72949627],[0.03074807],[0.37375842],51,,,,,,,,,,
3939,3506325,[28.60907135],[28.53646183],[0.04430837],[0.99651879],52,,,,,,,,,,
3939,3508319,[26.13494979],[26.12015044],[-0.01376508],[-0.40045484],4,,,,,,,,,,
3939,3526653,[10.69027854],[10.65012578],[0.05286053],[0.3414276],4,,,,,,,,,,
3940,3475281,[28.9518756],[28.9196637],[0.03097698],[-0.91239311],24,,,,,,,,,,
3940,3532077,[25.73992609],[19.19420999],[-0.39877925],[-1.21403464],6,,,,,,,,,,
3940,3451996,[25.07721526],[24.51846115],[-0.11220388],[-0.53319292],8,,,,,,,,,,
3941,3512962,[23.05590866],[15.76118115],[-0.44798755],[-0.23122941],6,,,,,,,,,,
3941,3489904,[24.16584779],[18.47743282],[0.39253794],[-0.18070799],13,,,,,,,,,,
3941,3465206,[16.42376968],[16.30006792],[0.07284716],[-0.31080163],12,,,,,,,,,,
3941,3487808,[11.1772133],[10.71031972],[0.16543765],[0.56739557],10,,,,,,,,,,
3941,3498566,[18.18427736],[17.3869405],[-0.15966635],[-0.68544712],6,,,,,,,,,,
3941,3532011,[26.98907743],[26.9553623],[-0.02280675],[1.54339654],4,,,,,,,,,,
3942,3540254,[18.97152397],[17.82013791],[0.19870716],[-1.08699946],10,,,,,,,,,,
3943,3538560,[12.73432311],[12.20184332],[-0.15578834],[-1.45113019],6,,,,,,,,,,
3943,3541273,[10.81428335],[9.2754498],[0.30381539],[-0.56411555],13,,,,,,,,,,
3943,3527588,[29.08937448],[16.81652112],[0.53314951],[0.5686416],10,,,,,,,,,,
3944,3513617,[18.69034902],[15.07274658],[0.35508461],[-1.71188945],7,,,,,,,,,,
3944,3542038,[27.57821853],[24.98632778],[0.24676594],[-1.69836509],11,,,,,,,,,,
3945,3472983,[21.71227888],[16.41658385],[-0.39007018],[-1.34658607],5,,,,,,,,,,
3946,3472961,[11.21098026],[10.91648749],[-0.12230477],[-0.38570503],45,,,,,,,,,,
3946,3512235,[28.95380627],[28.9500346],[-0.00407073],[-1.54073634],34,,,,,,,,,,
3946,3543695,[15.23447042],[12.38035098],[-0.33951327],[0.78538],6,,,,,,,,,,
3946,3539449,[22.50041206],[22.02469017],[-0.10916405],[-0.25484179],8,,,,,,,,,,
3946,3525230,[27.01823414],[20.28076418],[0.40438818],[0.20088211],5,,,,,,,,,,
3947,3498488,[26.10856549],[25.37267834],[-0.12686916],[0.84131691],5,,,,,,,,,,
3947,3498561,[24.86030852],[21.65641729],[-0.27926924],[1.37152979],6,,,,,,,,,,
3947,3545057,[6.91885197],[6.76755723],[0.12086344],[0.23479204],102,,,,,,,,,,
3947,3533610,[20.64298637],[17.51475745],[-0.3038622],[0.87236267],4,,,,,,,,,,
3948,3499391,[22.50433336],[22.37740649],[-0.05395411],[0.28940995],6,,,,,,,,,,
3948,3509391,[18.28414242],[17.41432577],[-0.16656586],[0.89612604],6,,,,,,,,,,
3948,3545405,[19.37894698],[19.12040014],[0.0953864],[-1.15280985],7,,,,,,,,,,
3950,3475923,[15.29459012],[15.28214109],[0.02720005],[-0.55990824],59,,,,,,,,,,
3950,3547134,[18.26922326],[16.93520712],[0.2177129],[-1.17023988],7,,,,,,,,,,
3950,3482055,[27.32333064],[16.69386562],[0.51051564],[0.81808047],4,,,,,,,,,,
3951,3536410,[25.54778556],[25.41480791],[0.06136482],[0.17202176],17,,,,,,,,,,
3951,3514522,[18.19541077],[14.22270165],[0.37766345],[-1.0082146],6,,,,,,,,,,
3951,3538571,[23.78879832],[23.40402967],[-0.09482804],[0.02445053],4,,,,,,,,,,
3952,3548546,[27.37640042],[9.12658585],[-0.67648881],[-0.03188032],7,,,,,,,,,,
3952,3468233,[27.27825575],[26.87988132],[-0.0898516],[0.18476651],5,,,,,,,,,,
3953,3491144,[14.04474674],[9.03980096],[0.48733409],[0.99650927],6,,,,,,,,,,
3954,3493409,[18.70760106],[18.20906661],[0.13294293],[1.07473196],7,,,,,,,,,,
3954,3550135,[23.75580802],[19.99228017],[-0.31098584],[-0.5159015],6,,,,,,,,,,
3954,3271840,[24.81480497],[18.74619605],[-0.39061617],[1.03851431],4,,,,,,,,,,
3955,3546425,[17.57998059],[13.48035829],[0.39066635],[0.98399719],6,,,,,,,,,,
3955,3518367,[23.10893697],[18.37576951],[0.36548833],[-0.45834176],4,,,,,,,,,,
3956,3551965,[24.85645082],[22.18497096],[-0.25412596],[-0.74126488],6,,,,,,,,,,
3957,3552895,[28.57553007],[20.19961012],[-0.43004833],[0.93137238],4,,,,,,,,,,
3958,3553560,[24.89447458],[20.55565491],[-0.32688685],[0.81918782],7,,,,,,,,,,
3958,3553559,[29.08242878],[22.97388663],[0.37022112],[-0.92513257],6,,,,,,,,,,
3959,3545570,[18.82766704],[18.62560018],[0.08603622],[-1.13551785],13,,,,,,,,,,
3959,3554840,[10.45902293],[9.92353736],[-0.17305222],[0.45129199],4,,,,,,,,,,
3960,3551438,[24.36829429],[22.40521524],[0.22856785],[0.10287349],6,,,,,,,,,,
3960,3555824,[14.41268258],[13.26123642],[0.22764184],[-0.03145043],12,,,,,,,,,,
3960,3549590,[27.71269324],[26.7447903],[-0.14186027],[0.64435778],4,,,,,,,,,,
3961,3555461,[27.71380758],[27.00084049],[0.13069094],[1.11040813],10,,,,,,,,,,
3962,3542262,[27.72202303],[25.00169206],[-0.24240451],[0.4893884],8,,,,,,,,,,
3962,3556852,[13.84472317],[10.63489579],[-0.37978508],[1.11835397],9,,,,,,,,,,
3962,3549684,[18.04222839],[17.68799655],[-0.10500767],[-0.29991131],6,,,,,,,,,,
3962,3503527,[19.46290108],[18.15106439],[0.20926106],[-1.70386458],4,,,,,,,,,,
3963,3549691,[17.91199015],[12.91493541],[-0.41889432],[-0.01728477],6,,,,,,,,,,
3963,3452803,[24.20855259],[24.16547686],[0.0378896],[1.19586841],30,,,,,,,,,,
3963,3475266,[16.84973857],[12.1068939],[-0.42089216],[1.35829037],7,,,,,,,,,,
3964,3554619,[13.85896744],[12.68702542],[0.2341553],[-1.53924281],11,,,,,,,,,,
3964,3552256,[21.08466129],[21.06664582],[0.02774789],[1.52372661],8,,,,,,,,,,
3964,3544722,[28.43460122],[9.5846479],[-0.67431071],[-0.89067329],7,,,,,,,,,,
3965,3553790,[18.11027902],[18.0323166],[-0.04651796],[0.41868042],10,,,,,,,,,,
3965,3541400,[13.95467805],[11.05485057],[-0.35850169],[-0.92643644],4,,,,,,,,,,
3965,3559882,[17.25194906],[16.11374749],[0.20706492],[0.36186366],5,,,,,,,,,,
3966,3557214,[23.1811058],[16.55373419],[-0.42437816],[0.72211097],7,,,,,,,,,,
3966,3549643,[28.88293962],[28.00974175],[-0.13159041],[1.14359848],6,,,,,,,,,,
3966,3523388,[24.66170577],[18.19860168],[-0.40519343],[1.68803841],6,,,,,,,,,,
3966,3546501,[23.32734502],[21.66477445],[-0.20538389],[-0.11355808],6,,,,,,,,,,
3966,3541417,[25.19009737],[24.22780221],[0.1583565],[-0.98482555],6,,,,,,,,,,
3967,3557196,[21.51271556],[7.58103286],[-0.66529702],[0.83499409],4,,,,,,,,,,
3967,3545646,[13.59369194],[11.65920541],[0.30381343],[0.76158019],4,,,,,,,,,,
3967,3481278,[25.33355617],[20.96608221],[-0.32502738],[-0.59050743],6,,,,,,,,,,
3967,3521768,[22.59375296],[22.22824961],[-0.0948373],[1.36243565],4,,,,,,,,,,
3968,3532045,[16.40493009],[8.96418301],[-0.54466009],[0.81563],6,,,,,,,,,,
3968,3560059,[16.5285576],[10.64348378],[0.48710201],[-1.72355288],4,,,,,,,,,,
3969,3556209,[23.31666722],[23.24358767],[-0.03897293],[0.30033434],10,,,,,,,,,,
3969,3514538,[22.00374652],[16.74284096],[-0.38598218],[-1.63903913],4,,,,,,,,,,
3970,3563713,[24.80543258],[13.99079506],[0.5426503],[-0.58664074],4,,,,,,,,,,
3970,3557081,[22.99782428],[19.74521135],[-0.29311873],[-0.30780415],6,,,,,,,,,,
3972,3562005,[26.04864278],[21.38710149],[0.34116494],[-1.35372204],4,,,,,,,,,,
3973,3566603,[21.5140377],[19.52540667],[-0.2350105],[0.32281505],6,,,,,,,,,,
3973,3560050,[26.51021756],[26.31871545],[-0.06170892],[1.56790769],6,,,,,,,,,,
3973,3566604,[18.19775083],[16.68132153],[-0.22271842],[-1.69045695],10,,,,,,,,,,
3973,3552188,[24.02129453],[14.79662881],[-0.49728664],[0.09584734],6,,,,,,,,,,
3975,3525995,[16.29794335],[9.55261492],[-0.51799559],[0.22532145],8,,,,,,,,,,
3975,3565953,[18.86005414],[18.62542867],[-0.08254153],[0.45371994],6,,,,,,,,,,
3975,3562947,[17.23590485],[15.06753716],[0.28552859],[-1.34619272],6,,,,,,,,,,
3975,3565257,[20.92860365],[9.16925277],[0.62333751],[-0.8848449],8,,,,,,,,,,
3975,3483944,[20.47819776],[12.1768463],[-0.51214803],[-0.5847481],6,,,,,,,,,,
3976,3563628,[28.24143949],[24.87530773],[-0.26815068],[1.53895381],4,,,,,,,,,,
3977,3439787,[15.1461578],[13.66568077],[0.2516593],[1.70262678],6,,,,,,,,,,
3979,3561182,[28.69678743],[25.78244592],[0.25648714],[0.61292773],9,,,,,,,,,,
3980,3570587,[18.59031612],[18.29704496],[-0.09359062],[1.18961207],14,,,,,,,,,,
3980,3484997,[23.09194047],[22.79987335],[0.09299498],[-0.33656319],12,,,,,,,,,,
3981,3562905,[23.28805103],[14.99138869],[0.48723029],[0.57225967],7,,,,,,,,,,
3981,3567905,[22.62349242],[19.94007837],[-0.26747851],[0.53270799],6,,,,,,,,,,
3981,3574195,[17.77915179],[7.81611715],[0.62242641],[-1.53512203],4,,,,,,,,,,
3981,3574194,[27.35104733],[17.51007575],[-0.4800503],[-0.16635865],4,,,,,,,,,,
3981,3563012,[22.2318406],[22.16840936],[0.04668806],[0.25043547],9,,,,,,,,,,
3982,3575052,[19.41527729],[14.17534508],[-0.41157639],[0.36388414],7,,,,,,,,,,
3982,3575053,[23.78222809],[23.30503708],[0.11593646],[-1.64594905],8,,,,,,,,,,
3982,3498584,[26.60357669],[24.20972705],[0.24147997],[-0.92903038],7,,,,,,,,,,
3982,3564395,[18.92804383],[17.64882114],[-0.19981257],[1.24441824],4,,,,,,,,,,
3983,3552161,[24.64794785],[11.01033092],[-0.60829996],[1.71181482],5,,,,,,,,,,
3983,3561967,[10.42095151],[10.21059665],[0.11628593],[-1.05439522],8,,,,,,,,,,
3983,3575933,[13.37059484],[9.26758822],[-0.44075451],[-1.32064136],6,,,,,,,,,,
3983,3575934,[21.35989351],[13.4959293],[0.49578962],[-1.37995905],8,,,,,,,,,,
3984,3570496,[8.58725052],[7.16822107],[-0.31797068],[0.45555477],8,,,,,,,,,,
3984,3525964,[23.81832799],[12.41481368],[-0.5611323],[-0.80979963],5,,,,,,,,,,
3985,3525982,[22.49513963],[22.36066355],[0.06541956],[1.12383225],4,,,,,,,,,,
3986,3560102,[26.87919596],[18.7309662],[-0.43784346],[0.47429969],4,,,,,,,,,,
3986,3578819,[24.54702939],[11.15064847],[0.61334477],[0.07541983],9,,,,,,,,,,
3986,3578821,[10.97252316],[10.36905676],[-0.17959337],[1.03730531],7,,,,,,,,,,
3986,3579841,[5.62627212],[3.45519158],[0.5085008],[-1.65700309],4,,,,,,,,,,
3987,3550294,[27.90181264],[27.86054941],[0.03497098],[1.02785006],34,,,,,,,,,,
3987,3580135,[20.16804766],[20.16451276],[-0.00550031],[-0.59245918],30,,,,,,,,,,
3987,3549700,[23.91512475],[22.84103733],[0.17138938],[0.56237684],11,,,,,,,,,,
3987,3579932,[26.74988135],[25.33974912],[0.18539379],[-1.22733594],6,,,,,,,,,,
3987,3577007,[21.97856136],[21.556931],[-0.10373515],[-0.91440323],4,,,,,,,,,,
3988,3578000,[22.57009118],[21.69939495],[-0.14938941],[0.18519191],6,,,,,,,,,,
3988,3561943,[28.27114734],[26.98127331],[0.1727128],[-1.68876378],7,,,,,,,,,,
3988,3571641,[14.6121108],[13.91922535],[-0.1662924],[-1.10184807],8,,,,,,,,,,
3989,3579068,[21.96970827],[19.65718852],[0.26112258],[0.24160944],21,,,,,,,,,,
3989,3580180,[20.3889551],[14.57241342],[0.43362454],[0.4620968],6,,,,,,,,,,
3990,3471869,[21.33212577],[14.6718587],[0.45454386],[0.44960697],5,,,,,,,,,,
3990,3565201,[27.60105069],[10.48986951],[-0.64882543],[-1.05710469],4,,,,,,,,,,
3990,3564375,[23.74025861],[22.85999714],[0.15607118],[-0.10706276],4,,,,,,,,,,
3991,3448094,[14.76469565],[13.23345744],[-0.24948109],[0.14449198],11,,,,,,,,,,
3991,3583474,[13.89287756],[6.62041202],[-0.58973493],[1.3111024],4,,,,,,,,,,
3991,3566850,[26.4817986],[18.18014527],[-0.44577158],[1.50836393],5,,,,,,,,,,
3991,3563638,[17.56007622],[14.4395514],[-0.33023949],[-1.60321208],6,,,,,,,,,,
3992,3564339,[16.28106047],[15.06612607],[0.22006921],[-0.60341027],11,,,,,,,,,,
3992,3553880,[19.03245157],[18.9548546],[-0.04513883],[0.72082428],55,,,,,,,,,,
3992,3584369,[19.77767888],[19.23451359],[0.1348942],[1.24960948],8,,,,,,,,,,
3993,3569847,[22.16988775],[14.52619142],[-0.46914476],[1.16803013],6,,,,,,,,,,
3994,3580122,[21.38626787],[21.37880006],[0.01949243],[1.12017109],50,,,,,,,,,,
3994,3544811,[28.85545835],[23.25535986],[0.35555409],[-1.61333206],4,,,,,,,,,,
3994,3584541,[23.70129675],[23.33492809],[-0.09258874],[-0.20504582],4,,,,,,,,,,
3995,3587234,[14.92539905],[11.83113906],[-0.35805434],[0.26327867],6,,,,,,,,,,
3995,3555480,[24.66019441],[24.61588487],[0.03805108],[-0.85555929],44,,,,,,,,,,
3996,3588041,[26.10823758],[24.74194333],[-0.17500292],[1.38260224],6,,,,,,,,,,
3997,3574457,[20.87913531],[20.25674072],[0.14035972],[0.98084718],15,,,,,,,,,,
3998,3589972,[14.90353757],[14.43418585],[-0.1344315],[-1.2928737],6,,,,,,,,,,
3998,3589970,[18.36337088],[11.27217217],[0.50853291],[1.64902514],4,,,,,,,,,,
3999,3590774,[28.82055073],[19.75825209],[-0.44649346],[-0.86068822],4,,,,,,,,,,
4000,3565968,[17.20191869],[17.18982546],[-0.01589416],[1.6290228],15,,,,,,,,,,
4000,3567994,[20.68821653],[20.18395634],[0.12733024],[-0.41689705],5,,,,,,,,,,
4000,3549586,[17.86391939],[17.84766376],[-0.01875298],[-1.01886996],4,,,,,,,,,,
4000,3589236,[21.06691437],[20.31130122],[-0.14383954],[-0.17145061],6,,,,,,,,,,
4001,3569788,[10.91274638],[5.23677372],[0.59738592],[0.37335433],10,,,,,,,,,,
4001,3533568,[24.17276275],[20.65451856],[-0.29752995],[1.54337829],6,,,,,,,,,,
4001,3590218,[24.45826755],[21.75287738],[0.26767695],[-1.72753849],6,,,,,,,,,,
4001,3592172,[6.0072834],[5.66393762],[-0.18324502],[-0.20634732],14,,,,,,,,,,
4001,3555395,[15.37978481],[13.43035929],[0.28661141],[-0.20774539],6,,,,,,,,,,
4002,3542365,[25.09779802],[25.05400376],[0.03756844],[-1.14748149],21,,,,,,,,,,
4002,3593121,[18.16534642],[17.51755514],[-0.14341109],[-0.44219259],6,,,,,,,,,,
4002,3593457,[12.13312475],[11.99435323],[0.08867068],[1.69912229],4,,,,,,,,,,
4002,3568858,[25.19776385],[21.09968299],[0.32500109],[-1.54558235],4,,,,,,,,,,
4002,3529934,[19.35788157],[17.8722296],[-0.21341755],[0.07257559],4,,,,,,,,,,
4003,3594136,[28.71984898],[28.32567321],[0.09667646],[0.6235905],8,,,,,,,,,,
4003,3520802,[27.86723692],[26.24567045],[-0.18489491],[1.07896246],8,,,,,,,,,,
4003,3594135,[27.38058765],[26.64963368],[-0.12332427],[-1.10207884],7,,,,,,,,,,
4003,3542422,[20.98002763],[20.57208033],[0.11420143],[-1.3452171],8,,,,,,,,,,
4003,3593299,[27.26168076],[4.73506409],[0.77772233],[0.35653548],4,,,,,,,,,,
4004,3595092,[29.09451012],[20.02410611],[0.45417763],[1.30073164],4,,,,,,,,,,
4004,3565178,[26.70747506],[22.32490731],[0.32647314],[1.53333843],7,,,,,,,,,,
4005,3572451,[19.76541514],[16.77155096],[-0.30379093],[1.52342081],6,,,,,,,,,,
4005,3588278,[15.63968894],[11.37029541],[-0.41409291],[1.33436444],6,,,,,,,,,,
4006,3579083,[16.78554165],[13.68051049],[0.3469838],[0.74492912],7,,,,,,,,,,
4006,3561069,[24.65331281],[23.51616666],[0.17364003],[-1.02357771],6,,,,,,,,,,
4006,3580248,[24.94294195],[24.57510933],[-0.09031567],[0.9885345],4,,,,,,,,,,
4007,3597482,[28.23599329],[27.37869911],[0.14161147],[-1.72980543],11,,,,,,,,,,
4007,3595897,[20.21931681],[16.10528585],[0.36426025],[-1.19338506],10,,,,,,,,,,
4007,3587530,[18.49274179],[16.73066255],[-0.23874597],[-0.8981103],6,,,,,,,,,,
4007,3588311,[17.38337276],[15.96477136],[-0.22032028],[-1.4694879],5,,,,,,,,,,
4008,3572427,[23.78373097],[19.43601372],[0.34488031],[0.75861685],6,,,,,,,,,,
4008,3590865,[22.63687561],[16.17546163],[0.43374461],[1.40083421],6,,,,,,,,,,
4008,3588346,[19.02703708],[5.06108558],[0.7253548],[0.23542381],4,,,,,,,,,,
4009,3540563,[19.31493818],[17.177445],[-0.25802047],[-0.80253514],6,,,,,,,,,,
4009,3599715,[6.81025294],[6.68815133],[0.10986628],[-0.07216156],4,,,,,,,,,,
4010,3593352,[20.67418037],[17.7976146],[0.30036454],[1.27474566],6,,,,,,,,,,
4010,3573178,[19.86801314],[14.789082],[-0.39989605],[1.71868078],6,,,,,,,,,,
4010,3583638,[15.42877498],[9.32720165],[-0.50531618],[-1.58519943],6,,,,,,,,,,
4010,3593268,[24.54069409],[22.38345066],[0.23869249],[-0.2831863],6,,,,,,,,,,
4011,3601636,[14.56758175],[14.44063727],[0.07799715],[-1.63717366],18,,,,,,,,,,
4011,3531417,[26.78349384],[24.91730965],[-0.20298729],[0.3453025],4,,,,,,,,,,
4012,3587453,[12.8203065],[8.32197502],[0.48336538],[-0.00406426],6,,,,,,,,,,
4012,3602450,[14.94768325],[14.90390778],[0.04723968],[1.07779718],68,,,,,,,,,,
4012,3602451,[22.06374627],[17.77468996],[0.35586231],[-0.09843624],9,,,,,,,,,,
4012,3587381,[25.74821459],[24.01944466],[-0.19912728],[-0.23568012],4,,,,,,,,,,
4013,3524240,[27.89457966],[24.38048476],[-0.27598213],[-1.66775042],6,,,,,,,,,,
4013,3603137,[11.56562986],[10.90612435],[0.19271606],[-0.31750182],7,,,,,,,,,,
4013,3582934,[28.65235326],[25.09183429],[-0.27402549],[-0.1701764],6,,,,,,,,,,
4014,3574465,[27.87015839],[20.59235958],[-0.40441852],[1.07783712],4,,,,,,,,,,
4014,3603911,[26.90151671],[25.86468704],[-0.14931475],[-1.7275525],8,,,,,,,,,,
4014,3531286,[19.34662438],[12.19662786],[-0.48707346],[-1.27053991],5,,,,,,,,,,
4015,3605014,[3.5585645],[2.50399156],[0.44257645],[1.16820937],4,,,,,,,,,,
4016,3605559,[4.92442649],[4.76320747],[0.14695005],[-0.5587857],5,,,,,,,,,,
4016,3547344,[27.66061796],[26.44535322],[-0.15982356],[1.67477713],6,,,,,,,,,,
4016,3541412,[9.95435035],[9.04158842],[0.24379337],[-1.23888053],8,,,,,,,,,,
4016,3554590,[19.38688008],[12.15335477],[-0.48959393],[-0.41130569],6,,,,,,,,,,
4016,3605560,[24.50571119],[24.22016252],[-0.07971989],[-0.62889597],6,,,,,,,,,,
4016,3606166,[4.81421581],[4.80254907],[-0.03369594],[0.52275176],5,,,,,,,,,,
4017,3606386,[12.36176212],[10.65921173],[-0.28912237],[1.67154891],5,,,,,,,,,,
4017,3578963,[9.83140289],[8.13896162],[-0.32482994],[0.02808466],4,,,,,,,,,,
4018,3590112,[12.5412711],[12.47762116],[0.0606607],[1.15788841],39,,,,,,,,,,
4018,3558479,[23.46750863],[18.24375526],[0.38141604],[1.30821235],6,,,,,,,,,,
4018,3598662,[26.2888843],[25.42485295],[-0.13744445],[0.55377494],11,,,,,,,,,,
4019,3607896,[25.42335205],[25.36385294],[-0.03301358],[1.73126009],45,,,,,,,,,,
4019,3607897,[19.95233329],[18.23977828],[0.23588381],[-0.24052251],6,,,,,,,,,,
4019,3600936,[10.44531044],[9.45931026],[0.24734142],[1.14303146],7,,,,,,,,,,
4019,3604192,[12.07537215],[7.12338013],[-0.5154339],[-1.68455527],5,,,,,,,,,,
4019,3607959,[7.47303084],[7.38032618],[0.09216252],[1.66112917],12,,,,,,,,,,
4020,3537495,[18.92655987],[18.73535966],[0.08361267],[0.65614427],15,,,,,,,,,,
4020,3608750,[11.46905297],[9.19131527],[0.35980962],[1.2044216],7,,,,,,,,,,
4020,3608752,[25.57219533],[25.29618915],[0.08626335],[-0.18836674],19,,,,,,,,,,
4020,3546442,[26.32780581],[25.39617561],[-0.1428286],[0.33179449],4,,,,,,,,,,
4022,3610270,[24.97016459],[20.53546634],[-0.33012237],[1.46570663],6,,,,,,,,,,
4022,3582963,[11.25897586],[11.15932238],[0.07857363],[-1.36974423],19,,,,,,,,,,
4022,3589264,[26.6521154],[22.9012611],[-0.29236039],[0.10529791],7,,,,,,,,,,
4022,3610269,[18.91569075],[13.719091],[0.42520925],[0.16198234],6,,,,,,,,,,
4022,3611004,[3.31968359],[3.20739513],[0.1493363],[-0.24871876],30,,,,,,,,,,
4024,3610367,[15.95785474],[15.06986755],[0.19040128],[0.18920698],22,,,,,,,,,,
4024,3497413,[13.60693105],[12.38295843],[-0.23173327],[0.62800266],6,,,,,,,,,,
4024,3605171,[22.86235647],[17.52072201],[-0.3813095],[1.70784106],4,,,,,,,,,,
4025,3600927,[8.4500707],[8.34166101],[-0.08391494],[0.74684638],6,,,,,,,,,,
4025,3568775,[13.33860548],[8.92604003],[0.46858989],[1.25002321],6,,,,,,,,,,
4025,3596752,[29.21319403],[25.29071267],[-0.28528836],[0.97606049],5,,,,,,,,,,
4025,3610422,[21.2851668],[17.3347626],[0.34755696],[0.49993964],6,,,,,,,,,,
4025,3603334,[17.67459247],[3.4758043],[0.7648291],[-1.61147916],4,,,,,,,,,,
4026,3614405,[20.96794511],[11.70992714],[0.54637508],[-0.14586334],4,,,,,,,,,,
4027,3605791,[27.33474116],[27.2949753],[-0.02499718],[-0.52502359],63,,,,,,,,,,
4027,3604330,[28.17510941],[22.92963506],[-0.33837227],[-1.0134751],7,,,,,,,,,,
4027,3615220,[28.22682016],[23.59668651],[-0.31668146],[-0.84588092],5,,,,,,,,,,
4028,3616149,[27.93263459],[19.65],[0.44243628],[0.43931858],4,,,,,,,,,,
4028,3576160,[20.27255587],[19.7940625],[-0.11564209],[-0.80540813],11,,,,,,,,,,
4030,3609661,[28.80018898],[26.22919901],[0.24052537],[-1.68220332],6,,,,,,,,,,
4031,3618904,[15.39591994],[14.64932182],[-0.16823534],[1.44506475],9,,,,,,,,,,
4031,3552251,[28.62897998],[21.81139582],[0.39488333],[-1.02546324],4,,,,,,,,,,
4032,3450081,[16.27459141],[8.76708961],[-0.54975786],[-0.58046395],4,,,,,,,,,,
4033,3586360,[28.40874332],[26.73054541],[-0.18634543],[0.23572454],10,,,,,,,,,,
4034,3616374,[22.08925322],[18.83902641],[-0.29922789],[0.18784115],4,,,,,,,,,,
4034,3614527,[27.80901032],[14.58878852],[0.56865758],[-0.26957534],15,,,,,,,,,,
4035,3621026,[15.70431898],[15.67731748],[0.03732969],[1.05647029],39,,,,,,,,,,
4035,3622648,[12.76260567],[10.07278957],[0.37090695],[1.22732944],6,,,,,,,,,,
4035,3622646,[21.42061825],[19.10695581],[-0.25478558],[-1.55767282],4,,,,,,,,,,
4036,3608983,[22.33420827],[22.29066992],[-0.02970493],[-0.71844336],163,,,,,,,,,,
4036,3624043,[12.58237315],[9.99857907],[0.36600533],[1.39017817],8,,,,,,,,,,
4037,3619072,[17.192616],[12.10403451],[-0.43230774],[0.36977971],7,,,,,,,,,,
4037,3623520,[23.46359439],[18.35311196],[-0.36745279],[1.42657763],6,,,,,,,,,,
4037,3624225,[20.42027222],[15.5763381],[-0.38437966],[-1.29535267],6,,,,,,,,,,
4038,3625287,[6.19918836],[5.99772095],[-0.13668425],[-1.24359397],13,,,,,,,,,,
4038,3609033,[21.64624632],[21.63388639],[-0.01384309],[-0.78170332],31,,,,,,,,,,
4038,3589217,[13.92408033],[9.88670168],[0.43733933],[-1.54178396],6,,,,,,,,,,
4038,3564410,[28.62680248],[28.5117911],[0.05449789],[-1.59867633],11,,,,,,,,,,
4039,3576095,[24.46839028],[17.9367857],[-0.40917264],[-1.12694137],6,,,,,,,,,,
4039,3626771,[3.81128355],[3.71917677],[-0.11714227],[1.56265859],10,,,,,,,,,,
4040,3610467,[20.36793456],[20.3348348],[0.03642569],[0.23262111],23,,,,,,,,,,
4040,3608969,[13.36351759],[8.34552038],[0.50104419],[-0.03477192],6,,,,,,,,,,
4040,3603329,[20.88562604],[20.88136025],[-0.00632415],[-0.744991],46,,,,,,,,,,
4040,3624545,[28.30918098],[15.56278778],[-0.54243135],[1.00987411],4,,,,,,,,,,
4041,3628255,[28.06492032],[14.16279169],[-0.57181789],[0.82402917],6,,,,,,,,,,
4041,3570579,[11.89121799],[7.2920714],[0.50899847],[1.28432317],5,,,,,,,,,,
4041,3616269,[27.21638005],[26.85015489],[-0.08604384],[1.50901122],6,,,,,,,,,,
4041,3616296,[22.44283282],[20.63840439],[-0.21862029],[-1.54765511],6,,,,,,,,,,
4041,3628256,[26.1445724],[12.16380108],[0.60648709],[-0.76199207],4,,,,,,,,,,
