frame_array,tid_array,traj_p,traj_pt,traj_lambda,traj_phi,num_hits_x,tid,num_hits_y,hit_IDs,correct_track
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[6680178, 75885990, 86219922, 173010532, 141576750, 208676227]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[14960752, 86375850, 86264180, 171011428, 141592263, 208721861]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[14960752, 86372234, 86264180, 171029123, 141592263, 208595387]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[15051162, 86354332, 86264180, 173091306, 141598380, 208676227]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[15051162, 86358479, 86264180, 170959700, 141598380, 208655885]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[15051162, 86372234, 86264180, 173109707, 141598380, 208666784]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[15051162, 86375850, 86264180, 170948704, 141598380, 208631734]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[15054025, 86358479, 86264180, 171036454, 141598380, 208721861]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[15054025, 86354332, 86304176, 170948704, 141644267, 208738453]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[15054025, 86375850, 86304176, 170959700, 141644267, 208721861]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[15054025, 86372234, 86304176, 170912320, 141644267, 208676227]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[15068300, 86375850, 86304176, 171011428, 141644267, 208666784]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[15068300, 86354332, 86309541, 170959700, 141663168, 208745859]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[15068300, 86358479, 86309541, 170912320, 141663168, 208738453]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[15072162, 86375850, 86309541, 171011428, 141663168, 208743072]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[15072162, 86372234, 86309541, 173010532, 141663168, 208721861]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[15072162, 86358479, 86309541, 173091306, 141663168, 208676227]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[86354332, 171011428, 141668028, 208745859, 14833280, 86156417]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[86354332, 171036454, 141668028, 208738453, 15072162, 86264180]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[86354332, 173109707, 141668028, 208743072, 15068300, 86264180]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[86354332, 173091306, 141668028, 208721861, 6423864, 75650390]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[86358479, 171029123, 141668028, 208676227, 14833280, 86135923]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[86358479, 171036454, 141672356, 208745859, 15054025, 86264180]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[86358479, 173109707, 141672356, 208738453, 15051162, 86264180]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[86358479, 173091306, 141672356, 208743072, 14916747, 86219922]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[86372234, 171029123, 141672356, 208721861, 6680178, 75819419]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[86372234, 171011428, 141672356, 208676227, 6613348, 75715378]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[170912320, 246377184, 86219922, 172870545, 6423864, 75629928]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[170912320, 244314900, 86209410, 170959700, 6526860, 75732674]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[170912320, 246342162, 86209410, 170948704, 6444332, 75650390]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[170912320, 248472248, 86219922, 170948704, 14916747, 86209410]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[170912320, 248428708, 75591882, 139340166, 15005599, 86304176]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[170948704, 244314900, 86135923, 172870545, 6510348, 75715378]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[170948704, 246426853, 75656379, 139200906, 15001258, 86304176]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[170948704, 246377184, 75629928, 139200906, 6614886, 75732674]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[170959700, 244314900, 86219922, 170959700, 6451327, 75650390]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[170959700, 246377184, 75732674, 139200906, 14851461, 86135923]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[171011428, 244395073, 86135923, 170912320, 8607736, 75715378]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[171011428, 244376851, 75732674, 141503598, 14851461, 86087285]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[171011428, 246459534, 86087285, 172933025, 6444332, 75591882]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[171011428, 246426853, 75629928, 139407184, 15001258, 86309541]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[171011428, 246474309, 86156417, 170912320, 6451327, 75591882]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[171029123, 244395073, 75629928, 141503598, 6526860, 75629928]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[171029123, 244376851, 75650390, 139407184, 14960752, 86304176]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[171029123, 246459534, 75732674, 139407184, 6444332, 75656379]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,4.0,"[171029123, 246426853, 14782840, 86156417]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,4.0,"[171029123, 246474309, 15001258, 86264180]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[171036454, 244395073, 75885990, 141592263, 6526860, 75650390]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[171036454, 246500026, 75650390, 141503598, 8607736, 75629928]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[171036454, 244376851, 75820440, 141520827, 6510348, 75629928]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[171036454, 246459534, 86087285, 172963410, 6526860, 75715378]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,4.0,"[171036454, 246474309, 6451327, 75629928]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,4.0,"[172870545, 248329694, 6526860, 75591882]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,4.0,"[172933025, 248329694, 6510348, 75650390]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[172963410, 246342162, 75656379, 139407184, 6526860, 75656379]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,4.0,"[172963410, 248428708, 14960752, 86309541]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[172963410, 246298636, 75629928, 141520827, 6510348, 75732674]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,4.0,"[172974754, 246342162, 6423864, 75591882]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[172974754, 248428708, 75732674, 141520827, 15001258, 86209410]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[172974754, 246298636, 75885990, 141598380, 14916747, 86135923]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[173010532, 248472248, 75775943, 141592263, 15005599, 86209410]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[173010532, 246342162, 75715378, 141503598, 8607736, 75732674]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[173010532, 248428708, 75656379, 141520827, 15005599, 86264180]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[173010532, 246298636, 75650390, 141520827, 15001258, 86219922]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[173091306, 246459534, 75775943, 141576750, 14833280, 86219922]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,6.0,"[173091306, 246426853, 75775943, 141598380, 15005599, 86219922]",1.0
2688,2384488,[17.62076178],[17.61814705],[-0.00467257],[-0.23747944],102,2384488.0,4.0,"[173091306, 244395073, 14833280, 86087285]",1.0
2688,2441876,[18.66439066],[18.19315625],[0.12951612],[-0.04569401],8,,,,
2689,2442820,[22.10999917],[12.92835713],[-0.51892588],[1.00713322],5,,,,
2689,2402712,[28.745676],[26.6069876],[-0.21000288],[0.69941509],7,,,,
2689,2406680,[23.11433573],[18.8005699],[-0.33881047],[-0.5496323],7,,,,
2690,2442176,[22.52079061],[22.20706488],[-0.08763798],[1.18791959],7,,,,
2690,2372710,[14.86258087],[4.40386663],[0.70789792],[1.39641263],5,,,,
2690,2389310,[20.33384682],[16.86802198],[0.33283227],[1.43931911],6,,,,
2690,2430979,[25.26702697],[17.66149521],[-0.43619489],[-0.26146777],4,,,,
2691,2437410,[15.51289836],[10.98903983],[0.43863667],[0.29884575],7,,,,
2691,2410831,[21.44921077],[18.10564349],[0.31810158],[-0.94053045],6,,,,
2691,2411664,[23.70196462],[21.69718098],[0.23416724],[0.90629092],4,,,,
2692,2423278,[28.19140308],[28.15710597],[-0.02244276],[0.50109287],14,,,,
2692,2446066,[23.44170625],[18.91632127],[-0.34487349],[0.922708],6,,,,
2692,2446068,[7.38607613],[7.18959426],[-0.12312731],[1.55234796],9,,,,
2692,2431005,[18.98458804],[18.4387632],[-0.12819461],[-1.37052593],19,,,,
2692,2385253,[7.3401573],[6.79720909],[-0.20942557],[-0.75044206],4,,,,
2693,2447064,[23.95883819],[21.0314313],[-0.27163449],[-0.00622738],6,,,,
2693,2441439,[21.74113492],[21.68721575],[0.04385642],[1.06707123],19,2441439.0,6.0,"[12962913, 71450681, 71674449, 137321990, 137493042, 208901078]",1.0
2693,2441439,[21.74113492],[21.68721575],[0.04385642],[1.06707123],19,2441439.0,4.0,"[139722657, 206498656, 71450681, 137321990]",1.0
2693,2441439,[21.74113492],[21.68721575],[0.04385642],[1.06707123],19,2441439.0,4.0,"[139722657, 231928541, 71450681, 139419124]",1.0
2693,2441439,[21.74113492],[21.68721575],[0.04385642],[1.06707123],19,2441439.0,4.0,"[139722657, 231802334, 71674449, 160659868]",1.0
2693,2441439,[21.74113492],[21.68721575],[0.04385642],[1.06707123],19,2441439.0,4.0,"[139722657, 232152555, 71674449, 137493042]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,6.0,"[165419, 79823327, 69458347, 135058293, 135058293, 204218870]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,6.0,"[8743876, 80055536, 77947538, 148008730, 135358080, 254759452]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,6.0,"[8743876, 80061146, 77947538, 150059297, 135546770, 202615330]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,6.0,"[8751918, 80061146, 77947538, 135546770, 135546770, 259248715]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,6.0,"[8751918, 80055536, 77947538, 179441706, 135546770, 257005279]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,6.0,"[8751918, 77958144, 77947538, 181537743, 135546770, 254906681]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,6.0,"[8751918, 77947538, 77947538, 183783049, 145358862, 214545746]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,6.0,"[8757015, 80061146, 77958144, 150074162, 145358862, 202121220]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,6.0,"[8757015, 80055536, 77958144, 150059297, 145358862, 204218870]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,6.0,"[150059297, 219085339, 77947538, 135358080, 4562096, 71674965]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,6.0,"[150074162, 219229711, 69458347, 179292685, 8757015, 71674965]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,6.0,"[150074162, 217188943, 80061146, 150074162, 253188, 69458347]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,6.0,"[150201701, 219371613, 80061146, 150059297, 8751918, 71674965]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,6.0,"[150274499, 217188943, 77947538, 149912361, 4562096, 77947538]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,4.0,"[179243329, 254709336, 80061146, 148008730]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,4.0,"[179243329, 202121220, 77958144, 149912361]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,4.0,"[179243329, 204218870, 69566142, 135358080]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,4.0,"[179292685, 202121220, 71674965, 150201701]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,4.0,"[179441706, 254906681, 69566346, 135358080]",1.0
2694,2425410,[21.32220639],[21.3130603],[0.0210774],[0.38465333],55,2425410.0,4.0,"[179441706, 257005279, 77698543, 145358862]",1.0
2694,2431858,[26.49679049],[26.10993024],[-0.08983938],[0.63879808],8,,,,
2694,2396358,[25.24566408],[24.92873124],[-0.0829377],[-0.59858953],7,,,,
2695,2447396,[25.6757768],[23.16605956],[-0.24191587],[0.79749149],6,2447396.0,6.0,"[183485534, 258930199, 69515841, 425081542, 2395836, 69515841]",1.0
2695,2432755,[22.14209228],[13.42325189],[0.51383547],[0.88958441],7,,,,
2696,2437394,[12.5945364],[12.56260323],[-0.03456562],[-1.68960923],25,,,,
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,6.0,"[82192504, 167285494, 158658663, 231853284, 386916, 67487762]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,6.0,"[82192504, 177549412, 158756445, 230025553, 12932329, 82169465]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,6.0,"[177319521, 252807354, 69558987, 177480574, 12985046, 82169465]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,6.0,"[177322080, 252807354, 67495184, 177343523, 12985046, 82175866]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177447780, 250816788, 69520850, 177319521]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177447780, 250918927, 82137472, 158542654]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177480574, 250845234, 69520850, 177322080]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177480574, 250816788, 67487762, 177322080]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177480574, 250918927, 67487762, 177319521]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177549412, 250918927, 67495184, 177322080]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177549412, 250845234, 67495184, 177319521]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177549412, 251096939, 67495184, 177258535]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177727952, 251096939, 82169465, 158442041]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177727952, 251135504, 82169465, 158385412]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177727952, 251156333, 67487762, 177258535]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177727952, 250918927, 82169465, 158446638]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177727952, 240690863, 82169465, 160482802]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177727952, 240694170, 69520850, 177258535]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177773164, 250918927, 82175866, 158385412]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177773164, 240694170, 82175866, 160482802]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177787089, 251156333, 82175866, 158442041]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177787089, 251096939, 82175866, 158446638]",1.0
2696,2365790,[25.45489897],[25.40323358],[-0.03040933],[-1.16010115],63,2365790.0,4.0,"[177787089, 240694170, 82169465, 158482964]",1.0
2696,2420455,[19.10955353],[19.07000778],[-0.03075421],[-0.16319347],12,,,,
2696,2426531,[16.71890218],[16.20834543],[-0.13228985],[-0.47037285],10,,,,
2697,2450736,[28.98250558],[23.45365762],[0.35244807],[0.07635799],7,,,,
2697,2410839,[17.68607912],[14.66074484],[0.33344378],[0.45164229],8,,,,
2697,2441299,[29.069415],[13.58751633],[-0.59539877],[-1.2458603],6,,,,
2697,2450738,[22.43747984],[18.67975696],[-0.32014441],[-1.5979979],7,,,,
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[12950484, 82156362, 82156362, 162668663, 162497321, 235847651]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[12950484, 84244846, 82156362, 169149169, 162526813, 235897363]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[83961529, 168667583, 162653087, 238146795, 14834288, 83951983]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[84132207, 168667583, 162668663, 236035051, 12943126, 69576553]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[84244846, 169149169, 164524466, 242001500, 2441243, 69576553]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[164623012, 242001500, 71647129, 181552385, 2292962, 69401210]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[168667583, 242001500, 71484078, 181328460, 12943126, 71647129]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[168667583, 250230163, 71484078, 181331288, 2332971, 71539375]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[176831582, 250230163, 69463406, 181328460, 2292962, 71484078]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181305027, 254674765, 84244846, 181824202, 12648467, 86155221]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181305027, 254677107, 69576553, 177295133, 2357090, 71539375]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181305027, 256795326, 71605683, 181469726, 12816056, 82021928]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181310181, 254674765, 71467970, 181373542, 2357090, 71467970]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181310181, 254677107, 69433793, 181331288, 244041, 71563490]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181310181, 256794066, 71539375, 181367528, 2353367, 71467970]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181310181, 256795326, 69401210, 176831582, 2353367, 71563490]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181328460, 256795326, 71539375, 181373542, 2400818, 69433793]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181328460, 256794066, 69433793, 181367528, 2170788, 71484078]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181331288, 256794066, 69576553, 181469726, 12896186, 82103344]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181367528, 256794066, 69401210, 181310181, 12830228, 84144347]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181367528, 256795326, 69433793, 181373542, 244041, 71467970]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181367528, 254674765, 69278780, 181310181, 12816056, 84132207]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181367528, 254677107, 69401210, 181305027, 2260797, 69463406]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181373542, 256794066, 69278780, 181305027, 2357090, 71484078]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181513707, 257017700, 82156362, 162566800, 2332971, 69463406]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181552385, 250690594, 69576553, 181513707, 2357090, 69463406]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181824202, 255182178, 69401210, 181331288, 12768222, 81944368]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[183649773, 257017700, 69278780, 181328460, 12896186, 84244846]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[183649773, 250690594, 69401210, 181367528, 12739515, 83951983]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181367528, 254733169, 69576553, 181552385, 14834288, 84144347]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,6.0,"[181552385, 257017700, 69576553, 183649773, 12739515, 83961529]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,4.0,"[162497321, 235897363, 244041, 69433793]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,4.0,"[177295133, 256936576, 2170788, 71467970]",1.0
2698,2415158,[19.52446816],[19.52310404],[0.01140719],[-0.88133024],99,2415158.0,4.0,"[181392192, 256795326, 2353367, 69433793]",1.0
2698,2451702,[25.68280443],[20.47077319],[-0.35403609],[-1.3759186],10,,,,
2698,2356841,[24.13753438],[23.3971299],[0.1423194],[-0.45029281],10,,,,
2698,2427627,[18.05152008],[17.87215357],[0.08296298],[-0.64447266],6,,,,
2699,2427558,[28.40516274],[28.32097842],[0.04748984],[1.13105673],11,2427558.0,6.0,"[6564676, 75885456, 75885456, 151953988, 145960611, 221067758]",1.0
2699,2427558,[28.40516274],[28.32097842],[0.04748984],[1.13105673],11,2427558.0,4.0,"[6564676, 79897786, 145960611, 218968072]",1.0
2699,2427558,[28.40516274],[28.32097842],[0.04748984],[1.13105673],11,2427558.0,6.0,"[145960611, 216799132, 79897786, 145485708, 8704341, 79897786]",1.0
2700,2452985,[28.80341131],[26.99343476],[-0.19240877],[0.19212668],7,,,,
2700,2433416,[27.95926778],[26.90253928],[-0.14780439],[0.45329588],10,,,,
2700,2453482,[22.78221264],[21.31836112],[0.20437384],[1.72372701],9,,,,
2700,2444001,[14.49955307],[3.86223749],[0.72517308],[-0.44391011],10,,,,
