batch,track_id,hit_IDs,traj_ps,traj_pts,traj_lambdas,traj_phis,num_hits,correct_tracks,tid
2710,73,"[177454260, 250821273, 69415243, 179325718, 2396888, 69430306]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,74,"[177454260, 250800026, 69415243, 179292830, 10633502, 81923955]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,75,"[177454260, 252921126, 69415243, 181407694, 2245756, 69348244]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,76,"[177454260, 254950877, 69354528, 181407694, 10709025, 82027153]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,77,"[179262077, 254727161, 69446087, 179262077, 12819333, 82024992]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,78,"[179262077, 252629770, 69439251, 181366731, 12737951, 82048886]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,79,"[179262077, 254742202, 69430306, 179277380, 10633502, 82048886]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,81,"[179262077, 246117156, 69506690, 179363188, 12792050, 81998207]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,82,"[179262077, 254721857, 69348244, 175117452, 2321532, 69415243]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,83,"[179277380, 254734155, 69439251, 179262077, 10723354, 82048886]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,84,"[179277380, 254721857, 69506690, 175117452, 12842989, 81949508]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,85,"[179277380, 254772507, 81936789, 152027597, 12842989, 82027153]","[28.416332748919068, 28.416332748919068, 28, 18, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 15, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, -1, 0, 0]",6,1,2550180
2710,86,"[179292830, 254742202, 69446087, 179363188, 2330738, 69446087]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,87,"[179292830, 254727161, 69446087, 175117452, 2330738, 69348244]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,88,"[179292830, 252629770, 82048886, 152027597, 2396888, 69415243]","[28.416332748919068, 28.416332748919068, 28, 18, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 15, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, -1, 0, 0]",6,1,2550180
2710,89,"[179292830, 246117156, 69430306, 179262077, 239412, 69430306]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,90,"[179292830, 254774861, 69506690, 179325718, 2321532, 69446087]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,91,"[179363188, 254774861, 69415243, 175117452, 2321532, 69348244]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,92,"[179363188, 254772507, 69415243, 179277380, 12792050, 82012314]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,93,"[179487841, 254950877, 69506690, 181407694, 10694660, 82024992]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,94,"[179487841, 252921126, 69430306, 181366731, 10694660, 82012314]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,95,"[179553940, 252921126, 69506690, 179292830, 2306467, 69446087]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,96,"[179553940, 254950877, 69439251, 181353665, 2245756, 69446087]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,97,"[179553940, 250821273, 10723354, 81923955]","[28.416332748919068, 28.416332748919068, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0]",4,1,2550180
2710,98,"[179553940, 250800026, 10723354, 82024992]","[28.416332748919068, 28.416332748919068, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0]",4,1,2550180
2710,99,"[181353665, 254721857, 2228419, 69446087]","[28.416332748919068, 28.416332748919068, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0]",4,1,2550180
2710,100,"[181366731, 254721857, 69506690, 177431738, 2330738, 69415243]","[28.416332748919068, 28.416332748919068, 28, 28, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0, 0, 0]",6,1,2550180
2710,105,"[160402327, 231699263, 2330738, 69354528]","[28.416332748919068, 28.416332748919068, 28, 28]","[28.416232468223118, 28.416232468223118, 28, 28]","[0.0033932050891381685, 0.0033932050891381685, 0, 0]","[-0.9718638312223106, -0.9718638312223106, 0, 0]",4,1,2550180
2711,2,"[2169316, 77687759, 69662910, 147977623, 147702957, 252588050]","[21.600231302058443, 21.600231302058443, 28, 21, 21, 21]","[21.513161234204173, 21.513161234204173, 28, 21, 21, 21]","[-0.04485433045237215, -0.04485433045237215, 0, 0, 0, 0]","[-1.4957155283238222, -1.4957155283238222, 0, -1, -1, -1]",6,1,2569052
2711,6,"[8479203, 69276079, 77687759, 179497174, 147977623, 217146797]","[21.600231302058443, 21.600231302058443, 21, 28, 21, 21]","[21.513161234204173, 21.513161234204173, 21, 28, 21, 21]","[-0.04485433045237215, -0.04485433045237215, 0, 0, 0, 0]","[-1.4957155283238222, -1.4957155283238222, -1, 0, -1, -1]",6,1,2569052
2711,7,"[8536482, 69276079, 77687759, 178831836, 147977623, 216868807]","[28.945659175129812, 21.600231302058443, 21, 21, 21, 21]","[17.969486300987462, 21.513161234204173, 21, 21, 21, 21]","[-0.4938815746490722, -0.04485433045237215, 0, 0, 0, 0]","[1.734702059880199, -1.4957155283238222, -1, -1, -1, -1]",6,1,2569052
2711,12,"[77945784, 147977623, 149687850, 252588050, 8737737, 69276079]","[21.600231302058443, 21.600231302058443, 28, 21, 21, 21]","[21.513161234204173, 21.513161234204173, 17, 21, 21, 21]","[-0.04485433045237215, -0.04485433045237215, 0, 0, 0, 0]","[-1.4957155283238222, -1.4957155283238222, 1, -1, -1, -1]",6,1,2569052
2711,15,"[77945784, 178831836, 178831836, 252204852, 8737737, 77768584]","[21.600231302058443, 21.600231302058443, 21, 21, 21, 28]","[21.513161234204173, 21.513161234204173, 21, 21, 21, 17]","[-0.04485433045237215, -0.04485433045237215, 0, 0, 0, 0]","[-1.4957155283238222, -1.4957155283238222, -1, -1, -1, 1]",6,1,2569052
2711,20,"[179216572, 216868807, 69276079, 179216572, 8536482, 77687759]","[21.600231302058443, 21.600231302058443, 21, 21, 28, 21]","[21.513161234204173, 21.513161234204173, 21, 21, 17, 21]","[-0.04485433045237215, -0.04485433045237215, 0, 0, 0, 0]","[-1.4957155283238222, -1.4957155283238222, -1, -1, 1, -1]",6,1,2569052
2712,9,"[150078171, 219269022, 77878612, 150078171]","[24.224461794487073, 24.224461794487073, 24, 24]","[22.21703202987575, 22.21703202987575, 22, 22]","[0.23179649240798103, 0.23179649240798103, 0, 0]","[1.6851017902039562, 1.6851017902039562, 1, 1]",4,1,2570058
2716,0,"[15138786, 84336926, 84336926, 169044089, 135807720, 259491183]","[12.063776588605682, 12.063776588605682, 12, 12, 12, 12]","[11.303502384706396, 11.303502384706396, 11, 11, 11, 11]","[0.20244863934694018, 0.20244863934694018, 0, 0, 0, 0]","[-0.5897879010148043, -0.5897879010148043, 0, 0, 0, 0]",6,1,2574413
2717,5,"[10880164, 80102167, 69446777, 145447016, 145708404, 216736374]","[7.809037368539153, 7.809037368539153, 24, 7, 7, 7]","[7.054490027994466, 7.054490027994466, 13, 7, 7, 7]","[-0.2405262153181651, -0.2405262153181651, 0, 0, 0, 0]","[-0.7391413385682982, -0.7391413385682982, 0, 0, 0, 0]",6,1,2575191
2717,7,"[75564583, 156038072, 145708404, 225512849, 2309335, 79809073]","[7.809037368539153, 7.809037368539153, 7, 7, 24, 7]","[7.054490027994466, 7.054490027994466, 7, 7, 13, 7]","[-0.2405262153181651, -0.2405262153181651, 0, 0, 0, 0]","[-0.7391413385682982, -0.7391413385682982, 0, 0, 0, 0]",6,1,2575191
2717,13,"[80102167, 156371109, 156371109, 225512849, 10591692, 75564583]","[7.809037368539153, 7.809037368539153, 7, 7, 7, 7]","[7.054490027994466, 7.054490027994466, 7, 7, 7, 7]","[-0.2405262153181651, -0.2405262153181651, 0, 0, 0, 0]","[-0.7391413385682982, -0.7391413385682982, 0, 0, 0, 0]",6,1,2575191
2719,1,"[2538947, 69641811, 69493002, 169103654, 146085141, 252897993]","[8.074857986799188, 8.074857986799188, 8, 8, 22, 8]","[8.05686720997067, 8.05686720997067, 8, 8, 14, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1, 1, 1]",6,1,2576974
2719,2,"[2538947, 86320055, 69641811, 168958997, 146085141, 244556180]","[8.074857986799188, 8.074857986799188, 8, 8, 22, 8]","[8.05686720997067, 8.05686720997067, 8, 8, 14, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1, 1, 1]",6,1,2576974
2719,5,"[6678979, 69493002, 69641811, 169103654, 168851013, 244307615]","[22.60562669098739, 8.074857986799188, 8, 8, 8, 8]","[14.122712593931046, 8.05686720997067, 8, 8, 8, 8]","[0.5008323430277946, 0.04182810153825666, 0, 0, 0, 0]","[1.4811508957311375, 1.1092781564517047, 1, 1, 1, 1]",6,1,2576974
2719,6,"[6678979, 69641811, 69641811, 171392706, 168851013, 252673815]","[22.60562669098739, 8.074857986799188, 8, 8, 8, 8]","[14.122712593931046, 8.05686720997067, 8, 8, 8, 8]","[0.5008323430277946, 0.04182810153825666, 0, 0, 0, 0]","[1.4811508957311375, 1.1092781564517047, 1, 1, 1, 1]",6,1,2576974
2719,7,"[6678979, 86320055, 69641811, 177626993, 168958997, 244419206]","[22.60562669098739, 8.074857986799188, 8, 8, 8, 8]","[14.122712593931046, 8.05686720997067, 8, 8, 8, 8]","[0.5008323430277946, 0.04182810153825666, 0, 0, 0, 0]","[1.4811508957311375, 1.1092781564517047, 1, 1, 1, 1]",6,1,2576974
2719,8,"[6678979, 84193061, 71547625, 181401070, 168958997, 244307615]","[22.60562669098739, 8.074857986799188, 8, 8, 8, 8]","[14.122712593931046, 8.05686720997067, 8, 8, 8, 8]","[0.5008323430277946, 0.04182810153825666, 0, 0, 0, 0]","[1.4811508957311375, 1.1092781564517047, 1, 1, 1, 1]",6,1,2576974
2719,9,"[15013493, 86320055, 71547625, 179303685, 168958997, 244556180]","[8.074857986799188, 8.074857986799188, 8, 8, 8, 8]","[8.05686720997067, 8.05686720997067, 8, 8, 8, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1, 1, 1]",6,1,2576974
2719,10,"[75855297, 179395918, 168958997, 252897993, 15013493, 69641811]","[22.60562669098739, 8.074857986799188, 8, 8, 8, 8]","[14.122712593931046, 8.05686720997067, 8, 8, 8, 8]","[0.5008323430277946, 0.04182810153825666, 0, 0, 0, 0]","[1.4811508957311375, 1.1092781564517047, 1, 1, 1, 1]",6,1,2576974
2719,11,"[75855297, 179518354, 168958997, 252673815, 14984161, 71547625]","[22.60562669098739, 8.074857986799188, 8, 8, 8, 8]","[14.122712593931046, 8.05686720997067, 8, 8, 8, 8]","[0.5008323430277946, 0.04182810153825666, 0, 0, 0, 0]","[1.4811508957311375, 1.1092781564517047, 1, 1, 1, 1]",6,1,2576974
2719,12,"[75855297, 181401070, 169103654, 244556180, 15013493, 69493002]","[22.60562669098739, 8.074857986799188, 8, 8, 8, 8]","[14.122712593931046, 8.05686720997067, 8, 8, 8, 8]","[0.5008323430277946, 0.04182810153825666, 0, 0, 0, 0]","[1.4811508957311375, 1.1092781564517047, 1, 1, 1, 1]",6,1,2576974
2719,13,"[75855297, 179303685, 169103654, 244419206, 2344052, 71547625]","[22.60562669098739, 8.074857986799188, 8, 8, 8, 8]","[14.122712593931046, 8.05686720997067, 8, 8, 8, 8]","[0.5008323430277946, 0.04182810153825666, 0, 0, 0, 0]","[1.4811508957311375, 1.1092781564517047, 1, 1, 1, 1]",6,1,2576974
2719,15,"[75855297, 171392706, 169103654, 252673815, 2388086, 84193061]","[22.60562669098739, 8.074857986799188, 8, 8, 8, 8]","[14.122712593931046, 8.05686720997067, 8, 8, 8, 8]","[0.5008323430277946, 0.04182810153825666, 0, 0, 0, 0]","[1.4811508957311375, 1.1092781564517047, 1, 1, 1, 1]",6,1,2576974
2719,17,"[84193061, 168851013, 171392706, 244556180, 2538947, 84193061]","[8.074857986799188, 8.074857986799188, 8, 8, 8, 8]","[8.05686720997067, 8.05686720997067, 8, 8, 8, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1, 1, 1]",6,1,2576974
2719,18,"[84193061, 168958997, 171392706, 252897993, 2388086, 69493002]","[8.074857986799188, 8.074857986799188, 8, 8, 8, 8]","[8.05686720997067, 8.05686720997067, 8, 8, 8, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1, 1, 1]",6,1,2576974
2719,20,"[84193061, 181401070, 177626993, 244556180, 14984161, 69493002]","[8.074857986799188, 8.074857986799188, 8, 8, 8, 8]","[8.05686720997067, 8.05686720997067, 8, 8, 8, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1, 1, 1]",6,1,2576974
2719,21,"[84193061, 179303685, 177626993, 217417625, 2388086, 86320055]","[8.074857986799188, 8.074857986799188, 8, 22, 8, 8]","[8.05686720997067, 8.05686720997067, 8, 14, 8, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1, 1, 1]",6,1,2576974
2719,22,"[86320055, 168958997, 179395918, 244307615]","[8.074857986799188, 8.074857986799188, 8, 8]","[8.05686720997067, 8.05686720997067, 8, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1]",4,1,2576974
2719,23,"[86320055, 169103654, 179518354, 252897993]","[8.074857986799188, 8.074857986799188, 8, 8]","[8.05686720997067, 8.05686720997067, 8, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1]",4,1,2576974
2719,24,"[86320055, 179518354, 179518354, 244556180]","[8.074857986799188, 8.074857986799188, 8, 8]","[8.05686720997067, 8.05686720997067, 8, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1]",4,1,2576974
2719,25,"[86320055, 179395918, 179518354, 244419206]","[8.074857986799188, 8.074857986799188, 8, 8]","[8.05686720997067, 8.05686720997067, 8, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1]",4,1,2576974
2719,29,"[69493002, 168958997, 179395918, 244419206]","[8.074857986799188, 8.074857986799188, 8, 8]","[8.05686720997067, 8.05686720997067, 8, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1]",4,1,2576974
2719,30,"[69493002, 179395918, 177626993, 252897993]","[8.074857986799188, 8.074857986799188, 8, 8]","[8.05686720997067, 8.05686720997067, 8, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1]",4,1,2576974
2719,31,"[86320055, 171392706, 181401070, 244307615]","[8.074857986799188, 8.074857986799188, 8, 8]","[8.05686720997067, 8.05686720997067, 8, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1]",4,1,2576974
2719,32,"[71547625, 168958997, 179303685, 244307615]","[8.074857986799188, 8.074857986799188, 8, 8]","[8.05686720997067, 8.05686720997067, 8, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1]",4,1,2576974
2719,33,"[86320055, 177626993, 168851013, 244419206]","[8.074857986799188, 8.074857986799188, 8, 8]","[8.05686720997067, 8.05686720997067, 8, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1]",4,1,2576974
2719,34,"[71547625, 168851013, 179395918, 252673815]","[8.074857986799188, 8.074857986799188, 8, 8]","[8.05686720997067, 8.05686720997067, 8, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1]",4,1,2576974
2719,35,"[84193061, 169103654, 177626993, 244419206]","[8.074857986799188, 8.074857986799188, 8, 8]","[8.05686720997067, 8.05686720997067, 8, 8]","[0.04182810153825666, 0.04182810153825666, 0, 0]","[1.1092781564517047, 1.1092781564517047, 1, 1]",4,1,2576974
2721,0,"[71467819, 137181634, 137181634, 204218199, 4338859, 71467819]","[24.240938538617673, 24.240938538617673, 24, 24, 24, 24]","[18.493315649740584, 18.493315649740584, 18, 18, 18, 18]","[-0.38427953303598933, -0.38427953303598933, 0, 0, 0, 0]","[0.7305604494012856, 0.7305604494012856, 0, 0, 0, 0]",6,1,2564441
2721,1,"[71467819, 424242338, 137181634, 493455157]","[24.240938538617673, 24.240938538617673, 24, 24]","[18.493315649740584, 18.493315649740584, 18, 18]","[-0.38427953303598933, -0.38427953303598933, 0, 0]","[0.7305604494012856, 0.7305604494012856, 0, 0]",4,1,2564441
2722,0,"[4582089, 84089325, 71568412, 141583180, 141583180, 214908125]","[8.575375245093733, 10.280350320771728, 8, 8, 8, 8]","[8.063716945819941, 7.8997048274070485, 8, 8, 8, 8]","[-0.18735043336894341, 0.3893013844853925, 0, 0, 0, 0]","[0.9955321045807808, -1.0031035089129705, 0, 0, 0, 0]",6,1,2558103
2722,1,"[71568412, 164773570, 141583180, 219047260, 4582089, 71568412]","[8.575375245093733, 10.280350320771728, 8, 8, 8, 8]","[8.063716945819941, 7.8997048274070485, 8, 8, 8, 8]","[-0.18735043336894341, 0.3893013844853925, 0, 0, 0, 0]","[0.9955321045807808, -1.0031035089129705, 0, 0, 0, 0]",6,1,2558103
2722,2,"[71568412, 151939937, 141583180, 238191021, 4582089, 79817372]","[8.575375245093733, 8.575375245093733, 8, 10, 8, 8]","[8.063716945819941, 8.063716945819941, 8, 7, 8, 8]","[-0.18735043336894341, -0.18735043336894341, 0, 0, 0, 0]","[0.9955321045807808, 0.9955321045807808, 0, -1, 0, 0]",6,1,2558103
2723,0,"[4277368, 73504696, 73504696, 141271787, 141271787, 210389214]","[16.73617752979026, 16.73617752979026, 16, 16, 16, 16]","[12.238583608858344, 12.238583608858344, 12, 12, 12, 12]","[-0.4106508812164034, -0.4106508812164034, 0, 0, 0, 0]","[0.9310733377773417, 0.9310733377773417, 0, 0, 0, 0]",6,1,2541530
2723,4,"[172698026, 246016824, 86108548, 172698026]","[24.454941422807746, 24.454941422807746, 24, 24]","[16.897807148095637, 16.897807148095637, 16, 16]","[-0.44236808822950074, -0.44236808822950074, 0, 0]","[-0.11099378608210794, -0.11099378608210794, 0, 0]",4,1,2554710
2724,0,"[6398484, 75623456, 69576493, 147557622, 145459464, 216689862]","[25.843096110322197, 25.843096110322197, 28, 25, 25, 25]","[17.801188679116976, 17.801188679116976, 22, 17, 17, 17]","[-0.4440166407026988, -0.4440166407026988, 0, 0, 0, 0]","[1.4799848139694773, 1.4799848139694773, 0, 1, 1, 1]",6,1,2581083
2728,0,"[4542139, 71650661, 71581347, 181485978, 158410544, 231779030]","[21.451179278811665, 21.451179278811665, 21, 21, 21, 21]","[21.44498865418869, 21.44498865418869, 21, 21, 21, 21]","[-0.008435149424562636, -0.008435149424562636, 0, 0, 0, 0]","[-0.9824758195419248, -0.9824758195419248, 0, 0, 0, 0]",6,1,2585185
2728,1,"[4542139, 82138512, 71581347, 162675284, 158410544, 236047221]","[21.451179278811665, 21.451179278811665, 21, 21, 21, 21]","[21.44498865418869, 21.44498865418869, 21, 21, 21, 21]","[-0.008435149424562636, -0.008435149424562636, 0, 0, 0, 0]","[-0.9824758195419248, -0.9824758195419248, 0, 0, 0, 0]",6,1,2585185
2728,2,"[4542139, 80052243, 71589037, 162675284, 158410544, 236098916]","[21.451179278811665, 21.451179278811665, 21, 21, 21, 21]","[21.44498865418869, 21.44498865418869, 21, 21, 21, 21]","[-0.008435149424562636, -0.008435149424562636, 0, 0, 0, 0]","[-0.9824758195419248, -0.9824758195419248, 0, 0, 0, 0]",6,1,2585185
2728,3,"[10753418, 82055413, 71650661, 181551496, 158465064, 231831505]","[21.451179278811665, 21.451179278811665, 21, 21, 21, 21]","[21.44498865418869, 21.44498865418869, 21, 21, 21, 21]","[-0.008435149424562636, -0.008435149424562636, 0, 0, 0, 0]","[-0.9824758195419248, -0.9824758195419248, 0, 0, 0, 0]",6,1,2585185
2728,4,"[10753418, 79957762, 71650661, 162675284, 158465064, 231804299]","[21.451179278811665, 21.451179278811665, 21, 21, 21, 21]","[21.44498865418869, 21.44498865418869, 21, 21, 21, 21]","[-0.008435149424562636, -0.008435149424562636, 0, 0, 0, 0]","[-0.9824758195419248, -0.9824758195419248, 0, 0, 0, 0]",6,1,2585185
2728,5,"[10753418, 79978265, 79957762, 162675284, 158465064, 231779030]","[21.451179278811665, 21.451179278811665, 21, 21, 21, 21]","[21.44498865418869, 21.44498865418869, 21, 21, 21, 21]","[-0.008435149424562636, -0.008435149424562636, 0, 0, 0, 0]","[-0.9824758195419248, -0.9824758195419248, 0, 0, 0, 0]",6,1,2585185
2728,6,"[10772635, 71581347, 79957762, 162733376, 158465064, 236047221]","[21.451179278811665, 21.451179278811665, 21, 21, 21, 21]","[21.44498865418869, 21.44498865418869, 21, 21, 21, 21]","[-0.008435149424562636, -0.008435149424562636, 0, 0, 0, 0]","[-0.9824758195419248, -0.9824758195419248, 0, 0, 0, 0]",6,1,2585185
2728,7,"[10772635, 71589037, 79978265, 162675284, 158465064, 236098916]","[21.451179278811665, 21.451179278811665, 21, 21, 21, 21]","[21.44498865418869, 21.44498865418869, 21, 21, 21, 21]","[-0.008435149424562636, -0.008435149424562636, 0, 0, 0, 0]","[-0.9824758195419248, -0.9824758195419248, 0, 0, 0, 0]",6,1,2585185
2728,8,"[10835513, 82138512, 79978265, 162733376, 160531424, 231804299]","[21.451179278811665, 21.451179278811665, 21, 21, 21, 21]","[21.44498865418869, 21.44498865418869, 21, 21, 21, 21]","[-0.008435149424562636, -0.008435149424562636, 0, 0, 0, 0]","[-0.9824758195419248, -0.9824758195419248, 0, 0, 0, 0]",6,1,2585185
